wholesaler_name (도매상명),biz_type (업종명),wholesaler_addr_road (도매도로명주소),wholesaler_addr_jibun (도매지번주소),wholesaler_tel (도매전화),lat (위도),lon (경도),business_status (영업상태),as_of_date (기준일자),provider_org_code (제공기관코드),provider_org_name (제공기관명),has_transport_vehicle,has_storage_facility,supervising_agency,active_flag (활성여부),is_valid_wholesaler (유효도매여부),wholesaler_id (도매상ID),source_file (원천파일),source_sheet (원천시트),source_row_id (원천행ID)
신라특수가스,의료용고압가스,경상남도 김해시 생림면 마사로 67,경상남도 김해시 생림면 생철리 273-5,,35.35009832,128.8511286,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02470,3. 전국의약품도매업소표준데이터.csv,,2470
선경특수가스상사,의료용고압가스,경상남도 김해시 생림면 마사로 50,경상남도 김해시 생림면 생철리 252-1,,35.34893,128.8521867,영업,2025-11-24,5350000,경상남도 김해시,Y,Y,김해시보건소,True,False,W02471,3. 전국의약품도매업소표준데이터.csv,,2471
새우일 산소,기타,경상남도 김해시 상동면 상동로 338-9,경상남도 김해시 상동면 우계리 270,,35.30433164,128.9084961,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02472,3. 전국의약품도매업소표준데이터.csv,,2472
상명종합가스,의료용고압가스,경상남도 김해시 칠산로279번길 16-22,경상남도 김해시 화목동 268-5,,35.19942787,128.8472208,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02473,3. 전국의약품도매업소표준데이터.csv,,2473
삼흥씨앤씨,의료용고압가스,경상남도 김해시 장유로55번길 41,경상남도 김해시 부곡동 107,055-331-1737,35.21802626,128.7999953,영업,2025-11-24,5350000,경상남도 김해시,Y,Y,김해시서부보건소,True,False,W02474,3. 전국의약품도매업소표준데이터.csv,,2474
삼화특수가스,의료용고압가스,"경상남도 김해시 상동면 상동로 844-1, C동",경상남도 김해시 상동면 매리 464-97,,35.31600583,128.9588248,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02475,3. 전국의약품도매업소표준데이터.csv,,2475
삼성의료가스,의료용고압가스,경상남도 김해시 활천로36번길 15-1,경상남도 김해시 삼정동 210-35,,35.23175551,128.8950475,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02476,3. 전국의약품도매업소표준데이터.csv,,2476
삼방공단종합가스,의료용고압가스,경상남도 김해시 주촌면 서부로1499번안길 19,경상남도 김해시 주촌면 내삼리 955-1,055-332-2434,35.23386436,128.8154043,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02477,3. 전국의약품도매업소표준데이터.csv,,2477
비제이(BJ)가스텍,의료용고압가스,경상남도 김해시 생림면 마사로 69,경상남도 김해시 생림면 생철리 261-5,,35.35044344,128.8510658,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02478,3. 전국의약품도매업소표준데이터.csv,,2478
부광종합가스,의료용고압가스,경상남도 김해시 전하로161번길 8-18,경상남도 김해시 흥동 419-5,055-329-5107,35.2216341,128.8669529,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02479,3. 전국의약품도매업소표준데이터.csv,,2479
벽천가스테크,의료용고압가스,경상남도 김해시 한림면 한림로515번길 105-14,경상남도 김해시 한림면 장방리 533-1,,35.32406,128.7932381,영업,2025-11-24,5350000,경상남도 김해시,Y,Y,김해시서부보건소,True,False,W02480,3. 전국의약품도매업소표준데이터.csv,,2480
백제약품(주)영남본부,일반종합도매,경상남도 김해시 진례면 테크노밸리로 33-12,경상남도 김해시 진례면 고모리 1573-4,055-723-2270,35.26806397,128.7652462,영업,2025-11-24,5350000,경상남도 김해시,Y,Y,김해시서부보건소,True,False,W02481,3. 전국의약품도매업소표준데이터.csv,,2481
바른본초원,한약도매,"경상남도 김해시 골든루트로66번길 177, 2층",경상남도 김해시 풍유동 102,,35.21953661,128.84723,영업,2025-11-24,5350000,경상남도 김해시,Y,Y,김해시보건소,True,False,W02482,3. 전국의약품도매업소표준데이터.csv,,2482
미래종합가스,의료용고압가스,경상남도 김해시 생림면 마사로 29,경상남도 김해시 생림면 생철리 238-1,,35.34683917,128.8512262,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02483,3. 전국의약품도매업소표준데이터.csv,,2483
모라종합가스,의료용고압가스,"경상남도 김해시 상동면 상동로 844-1, C동",경상남도 김해시 상동면 매리 464-97,,35.31600583,128.9588248,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02484,3. 전국의약품도매업소표준데이터.csv,,2484
동일에너지,의료용고압가스,경상남도 김해시 칠산로197번길 4,경상남도 김해시 이동 116-13,,35.19237115,128.841577,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02485,3. 전국의약품도매업소표준데이터.csv,,2485
동원종합가스,의료용고압가스,경상남도 김해시 상동면 소락로 207-50,경상남도 김해시 상동면 우계리 793-7,055-323-3344,35.29868099,128.9009302,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02486,3. 전국의약품도매업소표준데이터.csv,,2486
동성산업가스,의료용고압가스,경상남도 김해시 생림면 나전로 325,경상남도 김해시 생림면 사촌리 75-5,055-342-0228,35.31244403,128.8743902,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02487,3. 전국의약품도매업소표준데이터.csv,,2487
도원TR,의료용고압가스,경상남도 김해시 칠산로223번길 12-5,경상남도 김해시 이동 240-15,,35.19489788,128.8428948,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02488,3. 전국의약품도매업소표준데이터.csv,,2488
대안팜 주식회사,일반종합도매,"경상남도 김해시 장유로 184, 1동 3층 301호",경상남도 김해시 부곡동 809-3,,35.20677447,128.8058654,영업,2025-11-24,5350000,경상남도 김해시,Y,Y,김해시서부보건소,True,False,W02489,3. 전국의약품도매업소표준데이터.csv,,2489
다산팜,일반종합도매,경상남도 김해시 인제로 168,경상남도 김해시 어방동 474-2,,35.24361073,128.9041626,영업,2025-11-24,5350000,경상남도 김해시,Y,Y,김해시보건소,True,False,W02490,3. 전국의약품도매업소표준데이터.csv,,2490
다모아가스텍,의료용고압가스,"경상남도 김해시 상동면 상동로685번길 119-1, A동",경상남도 김해시 상동면 대감리 70-2,,35.32350886,128.9402447,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02491,3. 전국의약품도매업소표준데이터.csv,,2491
남경산업(주),의료용고압가스,경상남도 김해시 진영읍 서부로 197-16,경상남도 김해시 진영읍 죽곡리 190-2,055-346-2711,35.27960903,128.7684115,영업,2025-11-24,5350000,경상남도 김해시,Y,Y,김해시서부보건소,True,False,W02492,3. 전국의약품도매업소표준데이터.csv,,2492
김해합동가스,의료용고압가스,경상남도 김해시 김해대로2596번길 141,경상남도 김해시 지내동 195-26,,35.2251786,128.922533,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02493,3. 전국의약품도매업소표준데이터.csv,,2493
김해종합가스,의료용고압가스,경상남도 김해시 생림면 인제로 607-8,경상남도 김해시 생림면 나전리 73-12,055-321-3618,35.27898716,128.8879186,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시보건소,True,False,W02494,3. 전국의약품도매업소표준데이터.csv,,2494
김해 명신팜,일반종합도매,경상남도 김해시 한림면 김해대로974번길 97-7,경상남도 김해시 한림면 병동리 763,055-323-2965,35.28430494,128.7916379,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시서부보건소,True,False,W02495,3. 전국의약품도매업소표준데이터.csv,,2495
글로리약품,일반종합도매,"경상남도 김해시 장유로 184, 엠파이어상가 1동 3층 305호",경상남도 김해시 부곡동 809-3,,35.20677447,128.8058654,영업,2025-11-24,5350000,경상남도 김해시,N,N,김해시서부보건소,True,False,W02496,3. 전국의약품도매업소표준데이터.csv,,2496
㈜우리메디칼,일반종합도매,"경기도 수원시 팔달구 경수대로 485, 4층 (인계동)",경기도 수원시 팔달구 인계동 966-6,031-231-2712,37.2694083,127.0271267,폐업,2025-11-24,3740000,경기도 수원시,Y,Y,경기도 수원시 팔달구보건소,False,False,W02497,3. 전국의약품도매업소표준데이터.csv,,2497
코리아팜(주),일반종합도매,"경기도 수원시 팔달구 수원천로231번길 3, 607호 (구천동)",경기도 수원시 팔달구 구천동 10,031-248-7160,37.2743492,127.0186643,폐업,2025-11-24,3740000,경기도 수원시,Y,Y,경기도 수원시 팔달구보건소,False,False,W02498,3. 전국의약품도매업소표준데이터.csv,,2498
참메디한약유통,한약도매,"경기도 수원시 팔달구 정조로 716-1, b1층 (중동)",경기도 수원시 팔달구 중동 146-2,031-269-7533,37.2720421,127.016866,폐업,2025-11-24,3740000,경기도 수원시,Y,Y,경기도 수원시 팔달구보건소,False,False,W02499,3. 전국의약품도매업소표준데이터.csv,,2499
희성약품㈜,일반종합도매,"경기도 수원시 팔달구 인계로124번길 41-3, 3층 (인계동)",경기도 수원시 팔달구 인계동 1040-10(3층),031-234-0131,37.26567507,127.0306299,영업,2025-11-24,3740000,경기도 수원시,N,N,경기도 수원시 팔달구보건소,True,False,W02500,3. 전국의약품도매업소표준데이터.csv,,2500
㈜경동약업사,한약도매,경기도 수원시 팔달구 장안로5번길 4 (화서동),경기도 수원시 팔달구 화서동 20-7,1588-7896,37.285628,127.0067121,폐업,2025-11-24,3740000,경기도 수원시,Y,Y,경기도 수원시 팔달구보건소,False,False,W02501,3. 전국의약품도매업소표준데이터.csv,,2501
㈜아큐메드,일반종합도매,"경기도 수원시 팔달구 장다리로172번길 17-3, 2층 (인계동)",경기도 수원시 팔달구 인계동 995-8(2층),031-221-3301,37.2652476,127.0252148,폐업,2025-11-24,3740000,경기도 수원시,Y,Y,경기도 수원시 팔달구보건소,False,False,W02502,3. 전국의약품도매업소표준데이터.csv,,2502
㈜창인트레이드,시약도매,"경기도 수원시 팔달구 갓매산로 51, 4층",경기도 수원시 팔달구 매산로2가 27(4층),031-245-1567,37.2689602,127.0045305,폐업,2025-11-24,3740000,경기도 수원시,Y,Y,경기도 수원시 팔달구보건소,False,False,W02503,3. 전국의약품도매업소표준데이터.csv,,2503
효임약품(주),일반종합도매,"경기도 수원시 팔달구 중부대로87번길 6 (지동, 이상빌딩)",경기도 수원시 팔달구 지동 116,031-241-2771,37.2768032,127.0262481,폐업,2025-11-24,3740000,경기도 수원시,Y,Y,경기도 수원시 팔달구보건소,False,False,W02504,3. 전국의약품도매업소표준데이터.csv,,2504
국제씨엘에스(주),원료의약품도매,"경기도 수원시 팔달구 인계로94번길 21 (인계동,수일빌딩 501호)",경기도 수원시 팔달구 인계동 1020,031-235-8852,37.26711026,127.0276273,폐업,2025-11-24,3740000,경기도 수원시,Y,Y,경기도 수원시 팔달구보건소,False,True,W02505,3. 전국의약품도매업소표준데이터.csv,,2505
베어팜(주),일반종합도매,"경기도 수원시 팔달구 경수대로 712, 대풍빌딩 3층 (우만동)",경기도 수원시 팔달구 우만동 472-14,031-278-2828,37.28862236,127.0262662,영업,2025-11-24,3740000,경기도 수원시,Y,Y,경기도 수원시 팔달구보건소,True,False,W02506,3. 전국의약품도매업소표준데이터.csv,,2506
엠피크코리아 주식회사,원료의약품도매,"경기도 수원시 팔달구 권광로175번길 103, 6층 (인계동)",경기도 수원시 팔달구 인계동 1027,070-7867-6886,37.26463118,127.026632,영업,2025-11-24,3740000,경기도 수원시,Y,Y,경기도 수원시 팔달구보건소,True,True,W02507,3. 전국의약품도매업소표준데이터.csv,,2507
(주)나모약품,일반종합도매,"경기도 수원시 팔달구 인계로108번길 39-11, 404호 (인계동)",경기도 수원시 팔달구 인계동 1033,031-224-8801,37.266026,127.0295496,폐업,2025-11-24,3740000,경기도 수원시,N,N,경기도 수원시 팔달구보건소,False,False,W02508,3. 전국의약품도매업소표준데이터.csv,,2508
비유에스 주식회사,일반종합도매,경기도 수원시 팔달구 중부대로 110 (인계동),경기도 수원시 팔달구 인계동 206,031-232-6260,37.27745492,127.0288104,영업,2025-11-24,3740000,경기도 수원시,N,N,경기도 수원시 팔달구보건소,True,False,W02509,3. 전국의약품도매업소표준데이터.csv,,2509
액티브팜,일반종합도매,경기도 수원시 팔달구 경수대로 627 (지동),경기도 수원시 팔달구 지동 480,031-278-2828,37.2813722,127.0292937,폐업,2025-11-24,3740000,경기도 수원시,N,N,경기도 수원시 팔달구보건소,False,False,W02510,3. 전국의약품도매업소표준데이터.csv,,2510
한진종합가스,의료용고압가스,경기도 수원시 팔달구 정조로644번길 5 (매교동),경기도 수원시 팔달구 매교동 173,031-237-0068,37.2661442,127.0164451,폐업,2025-11-24,3740000,경기도 수원시,N,N,경기도 수원시 팔달구보건소,False,False,W02511,3. 전국의약품도매업소표준데이터.csv,,2511
주식회사 대동팜,일반종합도매,경상북도 안동시 남선면 놉실로 52,,054-858-2530,36.52379444,128.6947574,영업,2025-08-21,5070000,경상북도 안동시,Y,Y,안동시보건소,True,False,W02512,3. 전국의약품도매업소표준데이터.csv,,2512
유신약품,일반종합도매,경상북도 안동시 은행나무로 46-35 (옥동),,054-843-4567,36.56519552,128.6886936,영업,2025-08-21,5070000,경상북도 안동시,Y,Y,안동시보건소,True,False,W02513,3. 전국의약품도매업소표준데이터.csv,,2513
안진약품,일반종합도매,"경상북도 안동시 송하1길 11, 3층 (송현동)",,054-841-5542,36.57121386,128.6967358,영업,2025-08-21,5070000,경상북도 안동시,Y,Y,안동시보건소,True,False,W02514,3. 전국의약품도매업소표준데이터.csv,,2514
(주)서진팜,일반종합도매,"경상북도 안동시 중평길 107-22, 202호 (용상동)",,054-901-4723,36.55567352,128.7506505,영업,2025-08-21,5070000,경상북도 안동시,Y,Y,안동시보건소,True,False,W02515,3. 전국의약품도매업소표준데이터.csv,,2515
(주)마야헬스케어,일반종합도매,"경상북도 안동시 배움길 18-1, 1층 (당북동)",,054-900-2145,36.56256366,128.7192134,영업,2025-08-21,5070000,경상북도 안동시,Y,Y,안동시보건소,True,False,W02516,3. 전국의약품도매업소표준데이터.csv,,2516
주식회사 명서약품,일반종합도매,"경상북도 안동시 강남6길 7, 2층 (정하동)",,,36.55016923,128.7329601,영업,2025-08-21,5070000,경상북도 안동시,Y,Y,안동시보건소,True,False,W02517,3. 전국의약품도매업소표준데이터.csv,,2517
한국팜,일반종합도매,경상북도 안동시 풍산읍 산음길 8,,,36.58894331,128.6401354,영업,2025-08-21,5070000,경상북도 안동시,Y,Y,안동시보건소,True,False,W02518,3. 전국의약품도매업소표준데이터.csv,,2518
우성약품,일반종합도매,"부산광역시 강서구 공항로1309번길 88, 2층 일부(204)호 (대저1동)",부산광역시 강서구 대저1동 418-1,051-507-7663,35.21584053,128.9840164,영업,2025-08-09,3360000,부산광역시 강서구,N,N,부산광역시 강서구청,True,False,W02519,3. 전국의약품도매업소표준데이터.csv,,2519
에이에스피(ASP)메디칼,일반종합도매,"부산광역시 강서구 대저로221번길 56-4, 2층 (대저1동)",부산광역시 강서구 대저1동 656-3,,35.21684795,128.977614,영업,2025-08-09,3360000,부산광역시 강서구,Y,Y,부산광역시 강서구청,True,False,W02520,3. 전국의약품도매업소표준데이터.csv,,2520
(주)씨앤디팜,일반종합도매,"부산광역시 강서구 공항로1309번길 88, 2층 일부(201)호 (대저1동)",부산광역시 강서구 대저1동 418-1,055-222-9794,35.21584053,128.9840164,영업,2025-08-09,3360000,부산광역시 강서구,N,N,부산광역시 강서구청,True,False,W02521,3. 전국의약품도매업소표준데이터.csv,,2521
대저팜,일반종합도매,"부산광역시 강서구 공항로1309번길 88, 2층 일부(202)호 (대저1동)",부산광역시 강서구 대저1동 418-1,051-558-5852,35.21584053,128.9840164,영업,2025-08-09,3360000,부산광역시 강서구,Y,Y,부산광역시 강서구청,True,False,W02522,3. 전국의약품도매업소표준데이터.csv,,2522
(주)부림약품부산물류센터,일반종합도매,"부산광역시 강서구 대저로 165, (주)비엠하우스 2층 (대저1동)",부산광역시 강서구 대저1동 1375-2 (주)비엠하우스 2층,051-832-5900,35.21525122,128.9710596,영업,2025-08-09,3360000,부산광역시 강서구,Y,Y,부산광역시 강서구청,True,False,W02523,3. 전국의약품도매업소표준데이터.csv,,2523
주식회사팜메디,일반종합도매,"서울특별시 강남구 강남대로 546, 삼양빌딩 B103호 (논현동)",,,37.5108622622,127.0218891793,영업,2025-05-28,3220000,서울특별시 강남구,Y,Y,서울특별시 강남구청,True,False,W02524,3. 전국의약품도매업소표준데이터.csv,,2524
(주)파마솔루션,원료의약품도매,"서울특별시 강남구 선릉로107길 4, 2층 (역삼동)",,,37.5092228259,127.0438075989,영업,2025-05-28,3220000,서울특별시 강남구,Y,Y,서울특별시 강남구청,True,True,W02525,3. 전국의약품도매업소표준데이터.csv,,2525
(주)아리제약,일반종합도매,"서울특별시 강남구 삼성로104길 8, 4층 (삼성동)",,,37.5106889748,127.0553210361,영업,2025-05-28,3220000,서울특별시 강남구,Y,Y,서울특별시 강남구청,True,False,W02526,3. 전국의약품도매업소표준데이터.csv,,2526
동일건재도매한약,한약도매,대전광역시 동구 동서대로 1653 (용전동),대전광역시 동구 용전동 145-3,042-635-2858,36.34829095,127.4334161,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02527,3. 전국의약품도매업소표준데이터.csv,,2527
경남건재도매한약,한약도매,대전광역시 동구 동부로73번길 136 (용운동),대전광역시 동구 용운동 329-1,042-272-1491,36.32765044,127.4592839,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02528,3. 전국의약품도매업소표준데이터.csv,,2528
삼보당건재도매한약,한약도매,대전광역시 동구 우암로147번길 3 (삼성동),대전광역시 동구 삼성동 148-3,042-636-4007,36.33999353,127.4341219,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02529,3. 전국의약품도매업소표준데이터.csv,,2529
천일건재도매한약,한약도매,대전광역시 동구 대전로813번길 10-13 (정동),대전광역시 동구 정동 30-26,042-256-4093,36.33229297,127.430965,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02530,3. 전국의약품도매업소표준데이터.csv,,2530
(주)우정메디칼,일반종합도매,"대전광역시 동구 우암로 263, 1층 (가양동)",대전광역시 동구 가양동 414-10,042-628-0610,36.345428,127.444915,영업,2025-08-04,3640000,대전광역시 동구,Y,N,대전광역시 동구청,True,False,W02531,3. 전국의약품도매업소표준데이터.csv,,2531
종로건재도매한약,한약도매,"대전광역시 동구 우암로 58-1, 1층 (삼성동)",대전광역시 동구 삼성동 282-50,042-256-9708,36.33605461,127.4254449,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02532,3. 전국의약품도매업소표준데이터.csv,,2532
(주)백제허브,한약도매,대전광역시 동구 중앙로203번길 18 (중동),대전광역시 동구 중동 23-4,042-256-6337,36.33162299,127.4313776,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02533,3. 전국의약품도매업소표준데이터.csv,,2533
정성건재도매한약,한약도매,"대전광역시 동구 중심2길 12, 1층 (판암동)",대전광역시 동구 판암동 553-7,042-271-0132,36.32055571,127.4491247,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02534,3. 전국의약품도매업소표준데이터.csv,,2534
㈜지원코퍼레이션,수입의약품도매,"대전광역시 동구 계족로512번길 49, 1층 (용전동)",대전광역시 동구 용전동 49-16,042-635-0541,36.35604374,127.4350776,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,True,W02535,3. 전국의약품도매업소표준데이터.csv,,2535
(주)주은약품,일반종합도매,"대전광역시 동구 우암로 253, 2층 (가양동)",대전광역시 동구 가양동 413-12,042-823-7155,36.34502733,127.4438073,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02536,3. 전국의약품도매업소표준데이터.csv,,2536
(주)넥스팜,일반종합도매,"대전광역시 동구 산내로1257번길 49, 2층 (낭월동)",대전광역시 동구 낭월동 739,042-622-4346,36.27631238,127.467442,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02537,3. 전국의약품도매업소표준데이터.csv,,2537
주식회사 남북홀딩스,기타,"대전광역시 동구 대전로 822, 5층 503호 (정동)",대전광역시 동구 정동 15-1,042-242-8500,36.33276128,127.4321949,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02538,3. 전국의약품도매업소표준데이터.csv,,2538
(주)에이스팜,일반종합도매,"대전광역시 동구 우암로 253, 1층 (가양동)",대전광역시 동구 가양동 413-12,042-621-8500,36.34502733,127.4438073,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02539,3. 전국의약품도매업소표준데이터.csv,,2539
유광약품(주),일반종합도매,"대전광역시 동구 우암로 298 (가양동,지하1층)",대전광역시 동구 가양동 171-1,042-634-5500,36.3465533,127.4486542,영업,2025-08-04,3640000,대전광역시 동구,Y,N,대전광역시 동구청,True,False,W02540,3. 전국의약품도매업소표준데이터.csv,,2540
유엔약품주식회사,일반종합도매,"대전광역시 동구 한밭대로 1245, 지상8층 (용전동)",대전광역시 동구 용전동 13-25,042-622-2552,36.35671579,127.4360528,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02541,3. 전국의약품도매업소표준데이터.csv,,2541
(주)더킴스팜,일반종합도매,"대전광역시 동구 물류로13번길 69, 201호 (구도동)",대전광역시 동구 구도동 354,042-2285-4510,36.27258116,127.4699744,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02542,3. 전국의약품도매업소표준데이터.csv,,2542
(주)제이디에스팜,일반종합도매,"대전광역시 동구 물류로13번길 69, 2층 201호 (구도동)",대전광역시 동구 구도동 354,042-271-3452,36.27258116,127.4699744,영업,2025-08-04,3640000,대전광역시 동구,Y,N,대전광역시 동구청,True,False,W02543,3. 전국의약품도매업소표준데이터.csv,,2543
한국신텍스(주),일반종합도매,"대전광역시 동구 한밭대로 1308, 1층 (용전동)",대전광역시 동구 용전동 72-10,042-673-9067,36.35228142,127.4400025,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02544,3. 전국의약품도매업소표준데이터.csv,,2544
대명종합가스,의료용고압가스,대전광역시 동구 이사로 128 (이사동),대전광역시 동구 이사동 230,042-272-0246,36.2856065,127.4458502,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02545,3. 전국의약품도매업소표준데이터.csv,,2545
(주)창준약품,일반종합도매,"대전광역시 동구 동부로 47, 5층 1호 (판암동)",대전광역시 동구 판암동 244,042-286-5060,36.32102127,127.4580237,영업,2025-08-04,3640000,대전광역시 동구,Y,Y,대전광역시 동구청,True,False,W02546,3. 전국의약품도매업소표준데이터.csv,,2546
주식회사 그레이스팜,일반종합도매,"대전광역시 동구 물류로 4, 4층 402호 (구도동)",대전광역시 동구 구도동 346,042-716-5662,36.27274707,127.4688257,영업,2025-08-04,3640000,대전광역시 동구,Y,N,대전광역시 동구청,True,False,W02547,3. 전국의약품도매업소표준데이터.csv,,2547
명신약품,일반종합도매,부산광역시 서구 구덕로345번길 25 (서대신동3가),부산광역시 서구 서대신동3가 270-1,051-256-3007,35.11393706,129.0143044,영업,2025-07-15,3260000,부산광역시 서구,N,N,부산광역시 서구보건소,True,False,W02548,3. 전국의약품도매업소표준데이터.csv,,2548
한동한약품,한약도매,"부산광역시 서구 대티로179번길 44, 1층 (서대신동3가)",부산광역시 서구 서대신동3가 512-1,051-256-1147,35.11330195,129.0130601,영업,2025-07-15,3260000,부산광역시 서구,Y,Y,부산광역시 서구보건소,True,False,W02549,3. 전국의약품도매업소표준데이터.csv,,2549
(주) 바인,일반종합도매,"부산광역시 서구 대신공원로 14, 3층 (동대신동3가)",부산광역시 서구 동대신동3가 13번지 83호,051-245-1601,35.11922561,129.0164878,영업,2025-07-15,3260000,부산광역시 서구,N,N,부산광역시 서구보건소,True,False,W02550,3. 전국의약품도매업소표준데이터.csv,,2550
(주)모리아팜,일반종합도매,부산광역시 서구 충무대로 26-21 (암남동),부산광역시 서구 암남동 62-48,051-255-0148,35.07791597,129.0165097,영업,2025-07-15,3260000,부산광역시 서구,Y,Y,부산광역시 서구보건소,True,False,W02551,3. 전국의약품도매업소표준데이터.csv,,2551
약산한약품,한약도매,부산광역시 서구 충무대로275번길 9 (충무동1가),부산광역시 서구 충무동1가 30-8,051-247-6407,35.09512149,129.0236402,영업,2025-07-15,3260000,부산광역시 서구,Y,Y,부산광역시 서구보건소,True,False,W02552,3. 전국의약품도매업소표준데이터.csv,,2552
준메디칼,일반종합도매,"부산광역시 서구 부용로 11, 3층 (서대신동1가)",부산광역시 서구 서대신동1가 63번지,051-244-5985,35.10867947,129.0168262,영업,2025-07-15,3260000,부산광역시 서구,N,N,부산광역시 서구보건소,True,False,W02553,3. 전국의약품도매업소표준데이터.csv,,2553
칠보농협 옹동제약,한약도매,전북특별자치도 정읍시 옹동면 칠석1길 2,,063-532-8011,35.64438584,126.9757757,휴업,2025-07-23,4691000,전북특별자치도 정읍시,Y,Y,전북특별자치도 정읍시보건소,False,False,W02554,3. 전국의약품도매업소표준데이터.csv,,2554
제원당건재한약도매,한약도매,전북특별자치도 정읍시 초산로 56,,063-531-5990,35.5638045,126.854436,영업,2025-07-23,4691000,전북특별자치도 정읍시,Y,Y,전북특별자치도 정읍시보건소,True,False,W02555,3. 전국의약품도매업소표준데이터.csv,,2555
초현당한약도매,한약도매,전북특별자치도 정읍시 우암로 20-11,,063-537-1955,35.5651387,126.854724,영업,2025-07-23,4691000,전북특별자치도 정읍시,Y,Y,전북특별자치도 정읍시보건소,True,False,W02556,3. 전국의약품도매업소표준데이터.csv,,2556
주식회사 드림메디,일반종합도매,"부산광역시 강서구 대저동서로 225, 2층 (대저2동)",부산광역시 강서구 대저2동 1260-1,051-714-0901,35.19398122,128.960539,영업,2025-08-09,3360000,부산광역시 강서구,N,N,부산광역시 강서구청,True,False,W02557,3. 전국의약품도매업소표준데이터.csv,,2557
신라메디,일반종합도매,"부산광역시 강서구 낙동북로 41, 3층 일부호 (강동동)",부산광역시 강서구 강동동 215-8 3층 일부호,,35.21940748,128.9343559,영업,2025-08-09,3360000,부산광역시 강서구,N,N,부산광역시 강서구청,True,False,W02558,3. 전국의약품도매업소표준데이터.csv,,2558
의진메디칼,일반종합도매,"부산광역시 강서구 대저로89번가길 51-15, 2층 일부호 (대저1동)",부산광역시 강서구 대저1동 1296-53,051-816-0461,35.21817913,128.9656354,영업,2025-08-09,3360000,부산광역시 강서구,N,N,부산광역시 강서구청,True,False,W02559,3. 전국의약품도매업소표준데이터.csv,,2559
은성 메디케어,일반종합도매,"부산광역시 강서구 공항로1281번길 20, 2층 일부호 (대저1동)",부산광역시 강서구 대저1동 2525-7,051-244-8452,35.21271743,128.9856482,영업,2025-08-09,3360000,부산광역시 강서구,N,N,부산광역시 강서구청,True,False,W02560,3. 전국의약품도매업소표준데이터.csv,,2560
한결,일반종합도매,"부산광역시 강서구 공항로1309번길 88, 2층 211호 (대저1동)",부산광역시 강서구 대저1동 418-1 211호,051-203-8364,35.21584053,128.9840164,영업,2025-08-09,3360000,부산광역시 강서구,N,N,부산광역시 강서구청,True,False,W02561,3. 전국의약품도매업소표준데이터.csv,,2561
