case_id,ship_id (출고ID),year_quarter (연분기),territory_code (영업권역코드),brand (브랜드),gap_amount (갭금액),coverage_ratio (커버리지비율),trace_status (추적상태),trace_reason (추적사유),created_from (생성소스)
TRC_29a40e7f3bca,S00021599,2025-Q4,T09,서스펜정,349167.03,0.7981,Unverified,low_coverage,tracking_validation
TRC_a591da8ed4ad,S00021610,2025-Q3,T06,로수젯정,446617.01,0.7826,Unverified,low_coverage,tracking_validation
TRC_6c650bbc4a55,S00021621,2025-Q1,T04,록소르정,161649.16,0.772,Unverified,low_coverage,tracking_validation
TRC_4f47bbee89bf,S00021628,2025-Q1,T07,가브스정,2796462.54,0.7871,Unverified,low_coverage,tracking_validation
TRC_1758e9a4383c,S00021629,2025-Q4,T02,글루코파지정,1289015.56,0.7706,Unverified,low_coverage,tracking_validation
TRC_883b3863ebe3,S00021647,2025-Q1,T05,네시나정,2968643.79,0.7891,Unverified,low_coverage,tracking_validation
TRC_a5b1824e0b1b,S00021655,2025-Q4,T06,디아미크롱서방정,45979.8,0.7906,Unverified,low_coverage,tracking_validation
TRC_f30a956fd90f,S00021677,2025-Q3,T03,타미플루캡슐,428035.2,0.7826,Unverified,low_coverage,tracking_validation
TRC_227bcbe5713f,S00021694,2025-Q1,T10,올메텍정,372753.86,0.7992,Unverified,low_coverage,tracking_validation
TRC_7f3a7ea32d9b,S00021699,2025-Q4,T07,서스펜정,52406.74,0.7866,Unverified,low_coverage,tracking_validation
TRC_d00347d3b758,S00021710,2025-Q2,T01,로수젯정,952072.42,0.7944,Unverified,low_coverage,tracking_validation
TRC_ca5bc0a2c828,S00021713,2025-Q1,T02,카나브정,4551211.42,0.7695,Unverified,low_coverage,tracking_validation
TRC_dde6bd458ccc,S00021730,2025-Q3,T05,로수젯정,1548232.7,0.7815,Unverified,low_coverage,tracking_validation
TRC_57bd42cad00a,S00021743,2025-Q2,T01,아모잘탄정,220774.58,0.7808,Unverified,low_coverage,tracking_validation
TRC_f017905bd1ea,S00021757,2025-Q2,T01,타미플루캡슐,658457.44,0.7739,Unverified,low_coverage,tracking_validation
TRC_f18e2116fe84,S00021810,2025-Q3,T08,로수젯정,158768.39,0.78,Unverified,low_coverage,tracking_validation
TRC_37a13c50e10e,S00021828,2025-Q3,T02,가브스정,825118.8,0.7814,Unverified,low_coverage,tracking_validation
TRC_8ec6644d72ca,S00021832,2025-Q3,T07,엑스포지정,947796.22,0.7737,Unverified,low_coverage,tracking_validation
TRC_8babe6bba1aa,S00021834,2025-Q4,T09,올메텍정,954146.26,0.7891,Unverified,low_coverage,tracking_validation
TRC_e91fc7e7d2fd,S00021841,2025-Q1,T07,록소르정,119485.55,0.7793,Unverified,low_coverage,tracking_validation
TRC_48873638b181,S00021847,2025-Q3,T06,네시나정,339913.3,0.7732,Unverified,low_coverage,tracking_validation
TRC_c912c1b331fc,S00021867,2025-Q3,T04,네시나정,660522.85,0.7702,Unverified,low_coverage,tracking_validation
TRC_4425a79e1321,S00021868,2025-Q2,T10,가브스정,155025.47,0.7778,Unverified,low_coverage,tracking_validation
TRC_c3cba2caee3b,S00021871,2025-Q2,T04,아토젯정,5124896.01,0.7739,Unverified,low_coverage,tracking_validation
TRC_6e5a1ed56933,S00021873,2025-Q2,T06,카나브정,400754.96,0.7942,Unverified,low_coverage,tracking_validation
TRC_0a3ab31d9947,S00021908,2025-Q4,T10,가브스정,5849168.63,0.7795,Unverified,low_coverage,tracking_validation
TRC_a067f75a511e,S00021927,2025-Q4,T10,네시나정,2332865.09,0.7718,Unverified,low_coverage,tracking_validation
TRC_9cbda767619d,S00021961,2025-Q2,T05,록소르정,115089.44,0.7745,Unverified,low_coverage,tracking_validation
TRC_3ed003ce32ae,S00021972,2025-Q3,T07,엑스포지정,6235282.47,0.7928,Unverified,low_coverage,tracking_validation
TRC_d9648ec16349,S00021977,2025-Q2,T04,타미플루캡슐,12563138.39,0.7829,Unverified,low_coverage,tracking_validation
TRC_dab39b10be4b,S00021982,2025-Q4,T08,자누비아정,289282.34,0.7695,Unverified,low_coverage,tracking_validation
TRC_57eb3f1c1027,S00021987,2025-Q1,T02,네시나정,641708.57,0.7793,Unverified,low_coverage,tracking_validation
TRC_cc846650d4a7,S00022005,2025-Q4,T06,플라빅스정,2172585.7,0.7824,Unverified,low_coverage,tracking_validation
TRC_ad3af69c9bc2,S00022016,2025-Q1,T02,아토르바정,435561.71,0.7868,Unverified,low_coverage,tracking_validation
TRC_12b761209b51,S00022018,2025-Q4,T10,세파클러캡슐,2571608.2,0.7744,Unverified,low_coverage,tracking_validation
TRC_9e36f088e0d5,S00022023,2025-Q3,T01,아모잘탄정,515185.08,0.772,Unverified,low_coverage,tracking_validation
TRC_7f6ede8cd96e,S00022045,2025-Q2,T09,플라빅스정,4264841.8,0.7856,Unverified,low_coverage,tracking_validation
TRC_e30d4b2ea0c0,S00022073,2025-Q2,T06,카나브정,4473500.61,0.7901,Unverified,low_coverage,tracking_validation
TRC_1cf8feb1ae59,S00022074,2025-Q1,T03,올메텍정,258379.79,0.7771,Unverified,low_coverage,tracking_validation
TRC_81080d29b8e7,S00022101,2025-Q1,T02,록소르정,1587563.94,0.7996,Unverified,low_coverage,tracking_validation
TRC_5e0d3703191b,S00022115,2025-Q1,T03,디아미크롱서방정,247719.27,0.7885,Unverified,low_coverage,tracking_validation
TRC_b4ae166ac3ab,S00022122,2025-Q2,T02,자누비아정,1313358.24,0.7933,Unverified,low_coverage,tracking_validation
TRC_a3a1f9067b22,S00022124,2025-Q4,T10,리피토정,521459.82,0.7941,Unverified,low_coverage,tracking_validation
TRC_d95f24381c5a,S00022131,2025-Q2,T08,아토젯정,438901.04,0.7912,Unverified,low_coverage,tracking_validation
TRC_13761ee05912,S00022145,2025-Q1,T10,플라빅스정,6548332.24,0.7798,Unverified,low_coverage,tracking_validation
TRC_ed64f9d2356e,S00022160,2025-Q1,T08,넥시움정,3538898.77,0.789,Unverified,low_coverage,tracking_validation
TRC_a784ca469c9b,S00022162,2025-Q2,T05,자누비아정,1791060.64,0.7885,Unverified,low_coverage,tracking_validation
TRC_196fe5bf6f25,S00022168,2025-Q2,T06,가브스정,521655.22,0.7697,Unverified,low_coverage,tracking_validation
TRC_33d48e23f800,S00022180,2025-Q2,T01,넥시움정,498869.66,0.7917,Unverified,low_coverage,tracking_validation
TRC_bc5d7e50f96b,S00022185,2025-Q1,T10,플라빅스정,2543728.42,0.7879,Unverified,low_coverage,tracking_validation
TRC_1393e9d4ea02,S00022187,2025-Q2,T05,네시나정,45507.15,0.7738,Unverified,low_coverage,tracking_validation
TRC_988d2d687338,S00022209,2025-Q4,T05,글루코파지정,1845029.27,0.7816,Unverified,low_coverage,tracking_validation
TRC_d8f5b64be5f5,S00022215,2025-Q1,T09,디아미크롱서방정,210700.74,0.7793,Unverified,low_coverage,tracking_validation
TRC_2a7cc3ee222c,S00022237,2025-Q1,T06,타미플루캡슐,9897150.7,0.7792,Unverified,low_coverage,tracking_validation
TRC_867a04d82228,S00022251,2025-Q3,T06,아토젯정,9414878.32,0.7823,Unverified,low_coverage,tracking_validation
TRC_615cadcc1afd,S00022265,2025-Q2,T01,플라빅스정,2421872.9,0.7821,Unverified,low_coverage,tracking_validation
TRC_ea4ce2116169,S00022272,2025-Q2,T04,엑스포지정,4530611.8,0.7945,Unverified,low_coverage,tracking_validation
TRC_4220a1547075,S00022279,2025-Q1,T10,서스펜정,181976.02,0.7791,Unverified,low_coverage,tracking_validation
TRC_d1c6d0a2f37f,S00022281,2025-Q4,T06,록소르정,820762.05,0.7796,Unverified,low_coverage,tracking_validation
TRC_6fa233b43812,S00022323,2025-Q1,T02,아모잘탄정,880925.05,0.7755,Unverified,low_coverage,tracking_validation
TRC_daca974f81e1,S00022330,2025-Q4,T05,로수젯정,471592.03,0.7876,Unverified,low_coverage,tracking_validation
TRC_76c0370a73ca,S00022356,2025-Q4,T04,아토르바정,356952.08,0.7715,Unverified,low_coverage,tracking_validation
TRC_feacaa7f4093,S00022380,2025-Q1,T06,넥시움정,3355562.93,0.786,Unverified,low_coverage,tracking_validation
TRC_f41ceba56a76,S00022391,2025-Q4,T03,아토젯정,920645.71,0.7842,Unverified,low_coverage,tracking_validation
TRC_8b4a1331a8cb,S00022432,2025-Q1,T04,엑스포지정,781764.16,0.794,Unverified,low_coverage,tracking_validation
TRC_56303f3d7864,S00022452,2025-Q4,T02,엑스포지정,373070.44,0.7944,Unverified,low_coverage,tracking_validation
TRC_fc7e6a1ddcf3,S00022467,2025-Q4,T03,네시나정,1901452.92,0.7805,Unverified,low_coverage,tracking_validation
TRC_534c40421e5f,S00022473,2025-Q4,T08,카나브정,607067.79,0.7793,Unverified,low_coverage,tracking_validation
TRC_09c1a5ecfe9c,S00022481,2025-Q4,T01,록소르정,154487.18,0.7922,Unverified,low_coverage,tracking_validation
TRC_bc38f6d0d7b6,S00022508,2025-Q2,T03,가브스정,5883777.86,0.7945,Unverified,low_coverage,tracking_validation
TRC_334d2b425d2c,S00022511,2025-Q3,T01,아토젯정,1098321.54,0.7695,Unverified,low_coverage,tracking_validation
TRC_d01b0442144d,S00022521,2025-Q4,T01,록소르정,1140159.79,0.79,Unverified,low_coverage,tracking_validation
TRC_efd7a559777c,S00022535,2025-Q2,T04,디아미크롱서방정,188879.04,0.7734,Unverified,low_coverage,tracking_validation
TRC_40b041620c45,S00022552,2025-Q4,T10,엑스포지정,407220.9,0.7854,Unverified,low_coverage,tracking_validation
TRC_83695e9cbe98,S00022565,2025-Q1,T09,플라빅스정,1024441.69,0.7974,Unverified,low_coverage,tracking_validation
TRC_ee3bae323c1e,S00022590,2025-Q3,T05,로수젯정,785239.59,0.773,Unverified,low_coverage,tracking_validation
TRC_bdd0425787c3,S00022602,2025-Q2,T02,자누비아정,477782.93,0.7946,Unverified,low_coverage,tracking_validation
TRC_82cc6549b79a,S00022621,2025-Q2,T04,록소르정,177439.55,0.7825,Unverified,low_coverage,tracking_validation
TRC_5af9c1df3f0c,S00022624,2025-Q2,T09,리피토정,296396.28,0.7905,Unverified,low_coverage,tracking_validation
TRC_d744e93e8443,S00022632,2025-Q2,T06,엑스포지정,1711822.92,0.7914,Unverified,low_coverage,tracking_validation
TRC_7ee448857e4e,S00022633,2025-Q2,T06,카나브정,253925.65,0.7926,Unverified,low_coverage,tracking_validation
TRC_86d48ed5753b,S00022635,2025-Q4,T08,디아미크롱서방정,136657.13,0.784,Unverified,low_coverage,tracking_validation
TRC_7f916b5c6d56,S00022708,2025-Q1,T04,가브스정,6205712.54,0.7785,Unverified,low_coverage,tracking_validation
TRC_ed427e069644,S00022712,2025-Q4,T07,엑스포지정,452717.31,0.7994,Unverified,low_coverage,tracking_validation
TRC_805c6be65eec,S00022717,2025-Q4,T02,타미플루캡슐,4503513.85,0.795,Unverified,low_coverage,tracking_validation
TRC_88b8b0bafcc1,S00022726,2025-Q1,T04,트라젠타정,297288.18,0.7798,Unverified,low_coverage,tracking_validation
TRC_d07b2daac269,S00022729,2025-Q3,T10,글루코파지정,1302147.4,0.7703,Unverified,low_coverage,tracking_validation
TRC_b2c200610d44,S00022738,2025-Q4,T02,세파클러캡슐,291737.0,0.7907,Unverified,low_coverage,tracking_validation
TRC_119c0b5b4c71,S00022757,2025-Q4,T08,타미플루캡슐,958535.47,0.7813,Unverified,low_coverage,tracking_validation
TRC_f8d7ddb1a7ef,S00022762,2025-Q3,T03,자누비아정,1327277.52,0.7915,Unverified,low_coverage,tracking_validation
TRC_3fe87325f51b,S00022764,2025-Q4,T05,리피토정,793182.78,0.7721,Unverified,low_coverage,tracking_validation
TRC_0b2653cde788,S00022768,2025-Q4,T05,가브스정,65463.09,0.7846,Unverified,low_coverage,tracking_validation
TRC_556dd8fd09f5,S00022779,2025-Q4,T05,서스펜정,90557.25,0.7794,Unverified,low_coverage,tracking_validation
TRC_d990bd63f153,S00022802,2025-Q1,T01,자누비아정,987428.05,0.791,Unverified,low_coverage,tracking_validation
TRC_bbcacf3a4c26,S00022823,2025-Q1,T04,아모잘탄정,731756.63,0.796,Unverified,low_coverage,tracking_validation
TRC_0615d4e6c438,S00022824,2025-Q4,T04,리피토정,76013.29,0.7848,Unverified,low_coverage,tracking_validation
TRC_706cdaf40970,S00022826,2025-Q2,T10,트라젠타정,763711.39,0.7955,Unverified,low_coverage,tracking_validation
TRC_f2d2b2fb3f87,S00022833,2025-Q1,T08,카나브정,2063661.15,0.7894,Unverified,low_coverage,tracking_validation
TRC_7ae24f2e5058,S00022840,2025-Q3,T05,넥시움정,74277.09,0.7923,Unverified,low_coverage,tracking_validation
TRC_02cce819339c,S00022848,2025-Q4,T03,가브스정,592828.61,0.7855,Unverified,low_coverage,tracking_validation
TRC_5f23647f51e4,S00022852,2025-Q3,T06,엑스포지정,160288.61,0.7998,Unverified,low_coverage,tracking_validation
TRC_a83424177cb9,S00022857,2025-Q3,T02,타미플루캡슐,4457540.95,0.7967,Unverified,low_coverage,tracking_validation
TRC_b10554a1f22e,S00022874,2025-Q4,T04,올메텍정,92279.35,0.7703,Unverified,low_coverage,tracking_validation
TRC_71adac1f7b0b,S00022896,2025-Q2,T09,아토르바정,49910.42,0.7833,Unverified,low_coverage,tracking_validation
TRC_b717e20cbb80,S00022901,2025-Q4,T09,록소르정,196220.23,0.7948,Unverified,low_coverage,tracking_validation
TRC_0cfb8ef772ae,S00022911,2025-Q1,T05,아토젯정,5447447.35,0.7786,Unverified,low_coverage,tracking_validation
TRC_723032792a8d,S00022913,2025-Q2,T03,카나브정,3634782.37,0.794,Unverified,low_coverage,tracking_validation
TRC_f5951f94b87d,S00022940,2025-Q1,T09,넥시움정,345015.56,0.7797,Unverified,low_coverage,tracking_validation
TRC_9069ea6cd010,S00022942,2025-Q2,T10,자누비아정,1019847.19,0.7949,Unverified,low_coverage,tracking_validation
TRC_86e77b2983fe,S00022948,2025-Q4,T04,가브스정,199885.39,0.7787,Unverified,low_coverage,tracking_validation
TRC_3048363cf488,S00022958,2025-Q2,T08,세파클러캡슐,937538.95,0.7786,Unverified,low_coverage,tracking_validation
TRC_348b92a0f31f,S00022963,2025-Q2,T10,아모잘탄정,732031.67,0.7825,Unverified,low_coverage,tracking_validation
TRC_97701fa1be1a,S00022985,2025-Q2,T01,플라빅스정,6276807.22,0.794,Unverified,low_coverage,tracking_validation
TRC_c80aec81c21c,S00022998,2025-Q4,T03,세파클러캡슐,67140.58,0.7871,Unverified,low_coverage,tracking_validation
TRC_a1df67f3b652,S00023002,2025-Q4,T03,자누비아정,10063391.75,0.7772,Unverified,low_coverage,tracking_validation
TRC_24691a1e628b,S00023010,2025-Q3,T01,로수젯정,393216.68,0.7995,Unverified,low_coverage,tracking_validation
TRC_e4b6478ca043,S00023016,2025-Q4,T08,아토르바정,441341.46,0.7811,Unverified,low_coverage,tracking_validation
TRC_979105079c3b,S00023032,2025-Q2,T09,엑스포지정,457129.37,0.7907,Unverified,low_coverage,tracking_validation
TRC_8c9224e0d902,S00023056,2025-Q2,T02,아토르바정,3007625.07,0.7867,Unverified,low_coverage,tracking_validation
TRC_d23e07b31cec,S00023078,2025-Q1,T10,세파클러캡슐,4298926.21,0.7942,Unverified,low_coverage,tracking_validation
TRC_e4c5ede62380,S00023083,2025-Q2,T05,아모잘탄정,6890198.16,0.7765,Unverified,low_coverage,tracking_validation
TRC_faf3e4d1510b,S00023100,2025-Q3,T02,넥시움정,556118.97,0.7847,Unverified,low_coverage,tracking_validation
TRC_8237430cee63,S00023120,2025-Q3,T03,넥시움정,992421.64,0.7808,Unverified,low_coverage,tracking_validation
TRC_fa7148442217,S00023123,2025-Q2,T07,아모잘탄정,1814629.33,0.7713,Unverified,low_coverage,tracking_validation
TRC_725b774246fd,S00023137,2025-Q2,T04,타미플루캡슐,27952.36,0.7929,Unverified,low_coverage,tracking_validation
TRC_7e5f45d9eba3,S00023150,2025-Q1,T09,로수젯정,3899077.31,0.7767,Unverified,low_coverage,tracking_validation
TRC_6b5ac6f98c07,S00023157,2025-Q2,T10,타미플루캡슐,556179.42,0.7887,Unverified,low_coverage,tracking_validation
TRC_2eb1f9393073,S00023170,2025-Q1,T04,로수젯정,9620161.08,0.7972,Unverified,low_coverage,tracking_validation
TRC_896bc8f53294,S00023185,2025-Q1,T06,플라빅스정,2270933.63,0.7855,Unverified,low_coverage,tracking_validation
TRC_38bedff3d811,S00023195,2025-Q3,T07,디아미크롱서방정,52143.51,0.781,Unverified,low_coverage,tracking_validation
TRC_7ac136163fcd,S00023209,2025-Q2,T03,글루코파지정,1926797.16,0.7782,Unverified,low_coverage,tracking_validation
TRC_38db524aef0e,S00023224,2025-Q4,T10,리피토정,2234787.25,0.7715,Unverified,low_coverage,tracking_validation
TRC_0b89175c35f9,S00023242,2025-Q1,T09,자누비아정,1503310.92,0.7772,Unverified,low_coverage,tracking_validation
TRC_4f0c99ed9f12,S00023259,2025-Q2,T03,서스펜정,3695458.51,0.7715,Unverified,low_coverage,tracking_validation
TRC_dd787d313fd0,S00023262,2025-Q4,T05,자누비아정,4099627.65,0.778,Unverified,low_coverage,tracking_validation
TRC_4186b6f6fdf6,S00023269,2025-Q3,T06,글루코파지정,216642.34,0.7774,Unverified,low_coverage,tracking_validation
TRC_45a7b15b4948,S00023278,2025-Q1,T06,세파클러캡슐,119557.64,0.7798,Unverified,low_coverage,tracking_validation
TRC_8a6bae95a504,S00023288,2025-Q3,T04,가브스정,654871.11,0.7746,Unverified,low_coverage,tracking_validation
TRC_9975306064cf,S00023291,2025-Q3,T01,아토젯정,471645.4,0.7937,Unverified,low_coverage,tracking_validation
TRC_9549b12ad5e8,S00023297,2025-Q4,T02,타미플루캡슐,687399.8,0.7802,Unverified,low_coverage,tracking_validation
TRC_aa499dc4b572,S00023300,2025-Q4,T10,넥시움정,169556.43,0.7764,Unverified,low_coverage,tracking_validation
TRC_43ca921f0865,S00023325,2025-Q3,T04,플라빅스정,6569619.77,0.7801,Unverified,low_coverage,tracking_validation
TRC_9dc8991e529a,S00023326,2025-Q4,T04,트라젠타정,577471.36,0.7737,Unverified,low_coverage,tracking_validation
TRC_9627477c9951,S00023327,2025-Q3,T09,네시나정,7985088.33,0.7868,Unverified,low_coverage,tracking_validation
TRC_22a739054bf7,S00023337,2025-Q4,T03,타미플루캡슐,714669.93,0.7967,Unverified,low_coverage,tracking_validation
TRC_450db9ea6a2a,S00023383,2025-Q3,T03,아모잘탄정,181270.47,0.7967,Unverified,low_coverage,tracking_validation
TRC_f83df7848a85,S00023387,2025-Q3,T05,네시나정,4727060.12,0.7765,Unverified,low_coverage,tracking_validation
TRC_ee7101d4d11e,S00023404,2025-Q4,T10,리피토정,1309114.49,0.7945,Unverified,low_coverage,tracking_validation
TRC_f976cc07b219,S00023443,2025-Q2,T04,아모잘탄정,627393.99,0.7795,Unverified,low_coverage,tracking_validation
TRC_4d101b33502b,S00023454,2025-Q2,T02,올메텍정,1819244.56,0.7762,Unverified,low_coverage,tracking_validation
TRC_5510b968995b,S00023466,2025-Q4,T07,트라젠타정,383416.19,0.7906,Unverified,low_coverage,tracking_validation
TRC_12ac5239c2a5,S00023467,2025-Q1,T08,네시나정,5191552.78,0.7936,Unverified,low_coverage,tracking_validation
TRC_aa1d9670e4b6,S00023509,2025-Q2,T10,글루코파지정,2607006.34,0.7831,Unverified,low_coverage,tracking_validation
TRC_9baaf20438b0,S00023521,2025-Q1,T02,록소르정,46832.1,0.7772,Unverified,low_coverage,tracking_validation
TRC_ab07790c3dd9,S00023523,2025-Q1,T04,아모잘탄정,438917.28,0.7819,Unverified,low_coverage,tracking_validation
TRC_bfd04a3a70bf,S00023545,2025-Q1,T02,플라빅스정,1998216.1,0.7823,Unverified,low_coverage,tracking_validation
TRC_0a01aca179ed,S00023550,2025-Q3,T10,로수젯정,7298989.17,0.7742,Unverified,low_coverage,tracking_validation
TRC_00c62f7682f4,S00023563,2025-Q1,T10,아모잘탄정,563742.9,0.7827,Unverified,low_coverage,tracking_validation
TRC_d0e0a983c0aa,S00023565,2025-Q4,T05,플라빅스정,2454686.33,0.7747,Unverified,low_coverage,tracking_validation
TRC_821e39273c5a,S00023574,2025-Q3,T10,올메텍정,50494.7,0.7795,Unverified,low_coverage,tracking_validation
TRC_07ae940319ef,S00023583,2025-Q1,T04,아모잘탄정,770659.4,0.7805,Unverified,low_coverage,tracking_validation
TRC_6ce6f5e3eaae,S00023589,2025-Q4,T02,글루코파지정,75901.06,0.7907,Unverified,low_coverage,tracking_validation
TRC_96002264923b,S00023612,2025-Q4,T03,엑스포지정,510783.34,0.7899,Unverified,low_coverage,tracking_validation
TRC_41d234c0a3c7,S00023617,2025-Q4,T09,타미플루캡슐,895418.72,0.7761,Unverified,low_coverage,tracking_validation
TRC_a68e116d4fe4,S00023619,2025-Q1,T06,서스펜정,2752993.74,0.7794,Unverified,low_coverage,tracking_validation
TRC_b1896a0033f3,S00023627,2025-Q2,T05,네시나정,1647049.9,0.7922,Unverified,low_coverage,tracking_validation
TRC_2fe7db697d53,S00023631,2025-Q4,T06,아토젯정,178815.98,0.7823,Unverified,low_coverage,tracking_validation
TRC_151b77e3231b,S00023647,2025-Q1,T08,네시나정,524817.21,0.7864,Unverified,low_coverage,tracking_validation
TRC_a44b6a15b358,S00023648,2025-Q3,T10,가브스정,363639.22,0.7749,Unverified,low_coverage,tracking_validation
TRC_687983eafa6e,S00023651,2025-Q4,T01,아토젯정,4909850.12,0.7778,Unverified,low_coverage,tracking_validation
TRC_2e16293a7a9f,S00023680,2025-Q3,T07,넥시움정,3465599.32,0.7819,Unverified,low_coverage,tracking_validation
TRC_7a020ab44cfc,S00023684,2025-Q1,T09,리피토정,450860.11,0.7867,Unverified,low_coverage,tracking_validation
TRC_4850bd403b81,S00023691,2025-Q3,T03,아토젯정,470301.31,0.7853,Unverified,low_coverage,tracking_validation
TRC_5b07dc9e79e5,S00023703,2025-Q4,T10,아모잘탄정,5076837.04,0.7769,Unverified,low_coverage,tracking_validation
TRC_cd59945f9a34,S00023725,2025-Q3,T02,플라빅스정,513530.01,0.7863,Unverified,low_coverage,tracking_validation
TRC_85ba05f78ec5,S00023730,2025-Q2,T05,로수젯정,153505.12,0.7857,Unverified,low_coverage,tracking_validation
TRC_ca059cb9ba7c,S00023733,2025-Q3,T02,카나브정,689091.02,0.791,Unverified,low_coverage,tracking_validation
TRC_5852db94412d,S00023739,2025-Q2,T09,서스펜정,94126.38,0.775,Unverified,low_coverage,tracking_validation
TRC_476ae0039d52,S00023741,2025-Q4,T04,록소르정,87852.34,0.7901,Unverified,low_coverage,tracking_validation
TRC_da470f615604,S00023742,2025-Q2,T10,자누비아정,11042427.05,0.7844,Unverified,low_coverage,tracking_validation
TRC_ce89c0439a18,S00023747,2025-Q4,T02,네시나정,731950.4,0.7984,Unverified,low_coverage,tracking_validation
TRC_f42e186c2207,S00023748,2025-Q2,T02,가브스정,9359443.71,0.7843,Unverified,low_coverage,tracking_validation
TRC_0cace34968d0,S00023749,2025-Q1,T04,글루코파지정,1120157.26,0.7972,Unverified,low_coverage,tracking_validation
TRC_d966b3612a75,S00023758,2025-Q3,T06,세파클러캡슐,16600.37,0.7983,Unverified,low_coverage,tracking_validation
TRC_797b7a31c2de,S00023766,2025-Q1,T09,트라젠타정,947673.65,0.7912,Unverified,low_coverage,tracking_validation
TRC_ffcdb0036d08,S00023767,2025-Q3,T07,네시나정,545747.11,0.7959,Unverified,low_coverage,tracking_validation
TRC_d57b4b56ec97,S00023801,2025-Q4,T10,록소르정,556126.54,0.7749,Unverified,low_coverage,tracking_validation
TRC_6b2f1d620461,S00023824,2025-Q3,T08,리피토정,4412634.32,0.7984,Unverified,low_coverage,tracking_validation
TRC_c95188ba0587,S00023836,2025-Q3,T06,아토르바정,409756.31,0.781,Unverified,low_coverage,tracking_validation
TRC_7cf8848315e7,S00023849,2025-Q3,T04,글루코파지정,177478.69,0.7934,Unverified,low_coverage,tracking_validation
TRC_cca79b514b63,S00023854,2025-Q3,T01,올메텍정,287258.84,0.7705,Unverified,low_coverage,tracking_validation
TRC_64c2650013fe,S00023862,2025-Q4,T04,자누비아정,17420189.43,0.7938,Unverified,low_coverage,tracking_validation
TRC_9ca54666dcdf,S00023863,2025-Q3,T10,아모잘탄정,6769586.79,0.7941,Unverified,low_coverage,tracking_validation
TRC_7d45190f4ed0,S00023878,2025-Q4,T06,세파클러캡슐,832879.61,0.7984,Unverified,low_coverage,tracking_validation
TRC_dffd6d1eeead,S00023881,2025-Q3,T04,록소르정,174194.77,0.774,Unverified,low_coverage,tracking_validation
TRC_012cc600eb10,S00023895,2025-Q1,T08,디아미크롱서방정,362771.72,0.7701,Unverified,low_coverage,tracking_validation
TRC_d42eb8b74308,S00023899,2025-Q1,T01,서스펜정,88634.01,0.7923,Unverified,low_coverage,tracking_validation
TRC_f11c9b762ed3,S00023906,2025-Q4,T01,트라젠타정,826847.83,0.7844,Unverified,low_coverage,tracking_validation
TRC_73f600fb14d2,S00023923,2025-Q2,T01,아모잘탄정,5346130.96,0.7977,Unverified,low_coverage,tracking_validation
TRC_80a9be453ce7,S00023943,2025-Q1,T02,아모잘탄정,3045052.8,0.7701,Unverified,low_coverage,tracking_validation
TRC_9726a15a19e6,S00023945,2025-Q3,T04,플라빅스정,6449941.13,0.7727,Unverified,low_coverage,tracking_validation
TRC_da0f11f70a8b,S00023960,2025-Q4,T03,넥시움정,459961.97,0.7746,Unverified,low_coverage,tracking_validation
TRC_eb8316e378be,S00023963,2025-Q4,T08,아모잘탄정,360628.44,0.7736,Unverified,low_coverage,tracking_validation
TRC_8a7d324f06f6,S00024021,2025-Q4,T01,록소르정,281214.65,0.7996,Unverified,low_coverage,tracking_validation
TRC_896b5ddca058,S00024044,2025-Q1,T02,리피토정,251648.07,0.7943,Unverified,low_coverage,tracking_validation
TRC_433f843ffe50,S00024050,2025-Q4,T06,로수젯정,780801.98,0.7828,Unverified,low_coverage,tracking_validation
TRC_7b2abcb5d3f3,S00024068,2025-Q4,T05,가브스정,1908383.68,0.7935,Unverified,low_coverage,tracking_validation
TRC_5b4ca5d2fa37,S00024083,2025-Q3,T09,아모잘탄정,868176.64,0.7809,Unverified,low_coverage,tracking_validation
TRC_e962feb36c38,S00024087,2025-Q3,T02,네시나정,363226.73,0.7961,Unverified,low_coverage,tracking_validation
TRC_64957f05dfaa,S00024106,2025-Q3,T04,트라젠타정,621116.31,0.7738,Unverified,low_coverage,tracking_validation
TRC_312abf94449e,S00024119,2025-Q1,T06,서스펜정,2290086.02,0.7703,Unverified,low_coverage,tracking_validation
TRC_a373a00b5d0e,S00024133,2025-Q2,T01,카나브정,2666759.31,0.7834,Unverified,low_coverage,tracking_validation
TRC_04f8b6c2c0d9,S00024140,2025-Q2,T04,넥시움정,3236391.0,0.7998,Unverified,low_coverage,tracking_validation
TRC_0febac56fd4f,S00024153,2025-Q1,T05,카나브정,117383.6,0.7985,Unverified,low_coverage,tracking_validation
TRC_89e35dae748c,S00024171,2025-Q2,T08,아토젯정,9119590.76,0.7962,Unverified,low_coverage,tracking_validation
TRC_b4639b955cac,S00024185,2025-Q4,T02,플라빅스정,3739666.33,0.7844,Unverified,low_coverage,tracking_validation
TRC_0f14bba84cf9,S00024204,2025-Q2,T07,리피토정,141035.85,0.7748,Unverified,low_coverage,tracking_validation
TRC_fd18319e829c,S00024211,2025-Q4,T09,아토젯정,613578.72,0.7737,Unverified,low_coverage,tracking_validation
TRC_cd6ccbb1016b,S00024212,2025-Q2,T02,엑스포지정,7628069.58,0.7942,Unverified,low_coverage,tracking_validation
TRC_ab4b82bdaff7,S00024228,2025-Q1,T02,가브스정,763694.72,0.7889,Unverified,low_coverage,tracking_validation
