case_id,ship_id (출고ID),year_quarter (연분기),territory_code (영업권역코드),brand (브랜드),trace_status (추적상태),trace_reason (추적사유),note (비고),updated_by (수정자),updated_at (수정시각),created_from (생성소스)
TRC_7ef0294084d6,S00019688,2025-Q2,T04,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_3819afe9d485,S00019690,2025-Q3,T05,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_42627d7e3de3,S00019694,2025-Q3,T06,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1234ba8402bb,S00019703,2025-Q2,T05,아모잘탄정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_11206e6feafb,S00019706,2025-Q2,T10,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_9e8f7178877c,S00019718,2025-Q1,T04,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_703f9600a992,S00019719,2025-Q2,T02,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d5981cf66a39,S00019724,2025-Q3,T02,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_910947ced36a,S00019741,2025-Q3,T08,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_923ee5ca89c8,S00019756,2025-Q4,T08,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_4ae865171541,S00019780,2025-Q2,T10,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_f03e55c0b16f,S00019782,2025-Q3,T09,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d1f0d9220a24,S00019783,2025-Q4,T05,아모잘탄정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_be04a288272a,S00019788,2025-Q1,T04,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d37d18dc5f72,S00019789,2025-Q3,T02,글루코파지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1664db32e107,S00019794,2025-Q2,T09,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d7a5ce57fa9d,S00019814,2025-Q4,T06,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_2f6196b8d38c,S00019815,2025-Q2,T06,디아미크롱서방정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_805ad5d46ac7,S00019818,2025-Q1,T04,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1f876b8b4e8f,S00019827,2025-Q1,T02,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_9a026f658e69,S00019842,2025-Q4,T06,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_098bc87e75d7,S00019854,2025-Q2,T10,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_aee494a41cfb,S00019859,2025-Q1,T08,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e33562f01846,S00019861,2025-Q4,T04,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_8786a60e2e2f,S00019870,2025-Q4,T01,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_56cee15838a0,S00019873,2025-Q3,T06,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_6a52fa016df2,S00019876,2025-Q3,T05,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_f9213ca5271a,S00019889,2025-Q4,T02,글루코파지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_2d358358e348,S00019894,2025-Q3,T06,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_40593a4a3f69,S00019913,2025-Q2,T08,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_291e158086af,S00019944,2025-Q3,T08,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_2207cb14e041,S00019960,2025-Q3,T02,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_b93a25be4f46,S00019964,2025-Q1,T03,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_f9825b6b0cb8,S00019966,2025-Q3,T08,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_381c98e393ca,S00019997,2025-Q4,T10,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1ecd882c590a,S00020019,2025-Q3,T03,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_f60f18fda171,S00020021,2025-Q3,T02,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_c4be9c0ea4e7,S00020030,2025-Q2,T06,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_80c3640a06ae,S00020047,2025-Q1,T05,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_ecf9f4d8104b,S00020052,2025-Q2,T09,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_02c9f49fe0a5,S00020061,2025-Q1,T10,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_8318a9607c17,S00020062,2025-Q4,T01,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_19517419d316,S00020087,2025-Q4,T07,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_5c975c8da9ba,S00020090,2025-Q3,T08,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_01ab9aa2be7e,S00020091,2025-Q3,T08,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_11a104e2fc7a,S00020108,2025-Q3,T04,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_8e6deeb6d205,S00020111,2025-Q2,T08,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_3bbef144190e,S00020135,2025-Q4,T05,디아미크롱서방정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_70db57502b6b,S00020144,2025-Q2,T06,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_663e28acea16,S00020145,2025-Q2,T02,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d9ed9959e414,S00020162,2025-Q1,T06,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e8f694d73e69,S00020165,2025-Q2,T03,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_a4826e8991a0,S00020167,2025-Q3,T03,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_65d8ab3b323b,S00020178,2025-Q1,T03,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_56d1e31eae4c,S00020203,2025-Q4,T03,아모잘탄정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_66a87f2f279c,S00020204,2025-Q1,T07,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_7270a9380b13,S00020205,2025-Q1,T07,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_20c5eeb44672,S00020207,2025-Q1,T04,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_9f61b221c624,S00020228,2025-Q2,T05,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_4d1e89772624,S00020232,2025-Q2,T08,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_75cbdc8f766a,S00020236,2025-Q1,T04,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_a0ea1d1466b2,S00020240,2025-Q3,T08,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_4b4e2b6ed30e,S00020257,2025-Q4,T06,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_39d114f6a417,S00020280,2025-Q1,T03,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_4e97110bb0a3,S00020288,2025-Q4,T03,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_88168732d899,S00020291,2025-Q2,T03,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_cd1350b02a32,S00020300,2025-Q2,T05,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_17bb02a52a41,S00020301,2025-Q2,T10,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_7bc400ff7ae5,S00020309,2025-Q1,T03,글루코파지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1683dbeb65bc,S00020311,2025-Q4,T05,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_5a55905a100f,S00020316,2025-Q2,T06,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d28e33e48097,S00020317,2025-Q1,T02,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_8e73aa17adb7,S00020351,2025-Q3,T02,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d5f670d1d7fc,S00020360,2025-Q1,T07,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_068ab0c92d3e,S00020379,2025-Q3,T07,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_59c69dc3b9d3,S00020402,2025-Q1,T04,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_0dc963163bb0,S00020419,2025-Q3,T08,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_6a3147433c65,S00020442,2025-Q3,T05,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1888e5e67743,S00020454,2025-Q4,T04,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_df04096db5a6,S00020467,2025-Q3,T10,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_29f95a7c2d8e,S00020488,2025-Q3,T08,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_a8fed62b9dd2,S00020490,2025-Q1,T01,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d217336094f5,S00020499,2025-Q3,T09,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_f12ea28fb2ee,S00020500,2025-Q2,T09,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_548912330cfe,S00020506,2025-Q3,T02,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_cfb61dd5a2a6,S00020513,2025-Q2,T09,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1778e90b03e6,S00020552,2025-Q1,T06,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_fc06320fdf30,S00020568,2025-Q1,T05,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_fda5132691ce,S00020572,2025-Q2,T03,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_ff6e2203fc80,S00020581,2025-Q3,T02,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_99f392ff4e81,S00020600,2025-Q4,T07,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_11a304f18bfa,S00020601,2025-Q2,T02,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_ade238e4a362,S00020606,2025-Q3,T01,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_fa3afef214e7,S00020621,2025-Q4,T04,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_197b82d247eb,S00020661,2025-Q3,T06,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_611cdbb06db6,S00020665,2025-Q4,T09,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_de5ba41e0154,S00020666,2025-Q1,T07,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_ea97e5876863,S00020674,2025-Q2,T04,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_b01c76cb0888,S00020675,2025-Q4,T04,디아미크롱서방정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d7f057bf9e38,S00020689,2025-Q1,T06,글루코파지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_5ca2a3193826,S00020714,2025-Q4,T05,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_f11925df2af4,S00020723,2025-Q3,T07,아모잘탄정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_ee264c573a5f,S00020727,2025-Q4,T03,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_5dd1f9e9136d,S00020733,2025-Q1,T08,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_622e12ac4180,S00020758,2025-Q1,T01,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e552d6308ed5,S00020787,2025-Q1,T01,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_9534ee8ae71b,S00020791,2025-Q4,T09,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_91d66a40a95f,S00020792,2025-Q1,T02,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_aac9396ae3c3,S00020799,2025-Q4,T05,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1193a5543abb,S00020840,2025-Q3,T08,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_38834f366205,S00020863,2025-Q4,T06,아모잘탄정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d2a3d85dcc51,S00020875,2025-Q3,T01,디아미크롱서방정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e919402bcdb9,S00020911,2025-Q2,T03,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_0028258ebac7,S00020912,2025-Q4,T05,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_b66b7eb302f7,S00020935,2025-Q3,T01,디아미크롱서방정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1b2c6163c826,S00020967,2025-Q2,T07,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_9373c19d7218,S00021018,2025-Q3,T04,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_da05aeec97a5,S00021019,2025-Q3,T04,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_08e1c632e3bc,S00021020,2025-Q1,T05,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_3189334246ec,S00021023,2025-Q4,T04,아모잘탄정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_edbf5439aaf4,S00021052,2025-Q2,T07,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_c558f575bb26,S00021067,2025-Q4,T05,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_a7da5a8a0ce8,S00021104,2025-Q4,T01,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_5e8b9c53be55,S00021126,2025-Q2,T09,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_6c036789c822,S00021141,2025-Q1,T10,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_db58b5a08725,S00021145,2025-Q1,T09,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_8f8be1a7f898,S00021151,2025-Q4,T07,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_3ca5ceb16dcf,S00021156,2025-Q2,T10,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_0a5c130bfd81,S00021157,2025-Q3,T05,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_8679272e6560,S00021170,2025-Q4,T05,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_9c6f1bc88371,S00021180,2025-Q2,T01,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_29ff2ff101b1,S00021182,2025-Q3,T04,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_651f016b291b,S00021188,2025-Q2,T07,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_236e93249379,S00021190,2025-Q1,T01,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_0a562ce9d577,S00021193,2025-Q2,T10,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_8e5024b98127,S00021206,2025-Q4,T08,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_709c50f7bc15,S00021212,2025-Q4,T06,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_2fdc2947a797,S00021213,2025-Q2,T01,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_26b1508ed40c,S00021219,2025-Q4,T01,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_58774a18f128,S00021224,2025-Q4,T04,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_bcac4293621a,S00021229,2025-Q1,T06,글루코파지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_ef77a6f359bc,S00021238,2025-Q3,T02,세파클러캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_c889ee4cd166,S00021240,2025-Q4,T04,넥시움정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_befd04d37ed4,S00021255,2025-Q4,T10,디아미크롱서방정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e1ec53b89f02,S00021277,2025-Q4,T05,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_18cd2dbef81a,S00021297,2025-Q3,T01,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d8006f93e853,S00021311,2025-Q4,T04,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_ad6fa7cc9d4f,S00021312,2025-Q1,T07,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_4e7aea6ca52d,S00021313,2025-Q3,T07,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_5086d2b7fe84,S00021316,2025-Q3,T06,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_a5fa7a49bfa0,S00021325,2025-Q2,T02,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_ba1660120184,S00021334,2025-Q4,T04,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_0ff99e99047e,S00021339,2025-Q2,T02,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_9b47397cf4cb,S00021361,2025-Q4,T05,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_c3d0dc83b1e5,S00021368,2025-Q4,T10,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_565f9d662330,S00021375,2025-Q2,T08,디아미크롱서방정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_3d383c90e15a,S00021384,2025-Q4,T10,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_2aae4cb6667d,S00021402,2025-Q4,T08,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1f19b85de981,S00021424,2025-Q1,T09,리피토정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_4d98f25a87d5,S00021425,2025-Q2,T09,플라빅스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d560daade3ac,S00021430,2025-Q1,T05,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_32f1d8c27cdf,S00021436,2025-Q2,T02,아토르바정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d291a6b0ba6a,S00021442,2025-Q4,T06,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_729aee3fe7e3,S00021457,2025-Q3,T06,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_a267e70ed472,S00021492,2025-Q1,T02,엑스포지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_670d466592a5,S00021499,2025-Q4,T02,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_cee8c5bbdb5f,S00021502,2025-Q2,T07,자누비아정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_83b5932c6a7d,S00021563,2025-Q3,T09,아모잘탄정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_9cc33fe2cade,S00021566,2025-Q4,T06,트라젠타정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_56df001cf209,S00021568,2025-Q2,T05,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_e33b1bdf9fdd,S00021571,2025-Q4,T10,아토젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_0949ff7a7e9b,S00021583,2025-Q1,T06,아모잘탄정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_29a40e7f3bca,S00021599,2025-Q4,T09,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_a591da8ed4ad,S00021610,2025-Q3,T06,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_6c650bbc4a55,S00021621,2025-Q1,T04,록소르정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_4f47bbee89bf,S00021628,2025-Q1,T07,가브스정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_1758e9a4383c,S00021629,2025-Q4,T02,글루코파지정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_883b3863ebe3,S00021647,2025-Q1,T05,네시나정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_a5b1824e0b1b,S00021655,2025-Q4,T06,디아미크롱서방정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_f30a956fd90f,S00021677,2025-Q3,T03,타미플루캡슐,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_227bcbe5713f,S00021694,2025-Q1,T10,올메텍정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_7f3a7ea32d9b,S00021699,2025-Q4,T07,서스펜정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_d00347d3b758,S00021710,2025-Q2,T01,로수젯정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
TRC_ca5bc0a2c828,S00021713,2025-Q1,T02,카나브정,Unverified,low_coverage,,system,2026-03-04T05:12:25.382686+00:00,tracking_validation
