year_quarter (연분기),territory_code (영업권역코드),brand (브랜드),overlap_group_id (중첩그룹ID),participant_count (참여자수),pool_amount_pre_share (풀쉐어전금액),pool_amount_post_share (풀쉐어후금액),pool_amount_hosp_share (풀병원배분금액),pool_amount_clinic_share (풀의원배분금액),rounding_delta_sum (라운딩보정합),overlap_generated_rows (중첩생성행수),participant_type_set (참여자유형집합),share_rule_source_set (룰소스집합),conservation_gap (보전성갭)
2025-Q3,T05,아모잘탄정,OG_2025-Q3_T05_아모잘탄정_03,8,85187412.0,85187412.0,42593706.0,42593706.0,0.0,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,아모잘탄정,OG_2025-Q3_T05_아모잘탄정_04,11,27263739.0,27263739.0,13631869.5,13631869.5,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,아모잘탄정,OG_2025-Q3_T05_아모잘탄정_05,7,10494200.0,10494200.0,5247100.0,5247100.0,0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,아토르바정,OG_2025-Q3_T05_아토르바정_01,11,37151961.0,37151961.0,18575980.5,18575980.5,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,아토르바정,OG_2025-Q3_T05_아토르바정_02,14,58887930.0,58887930.0,29443965.0,29443965.0,0.01,6,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,아토르바정,OG_2025-Q3_T05_아토르바정_03,10,48540442.0,48540442.0,24270221.0,24270221.0,-0.01,2,"hosp,mixed",direct,0.0
2025-Q3,T05,아토르바정,OG_2025-Q3_T05_아토르바정_04,8,28086686.0,28086686.0,14043343.0,14043343.0,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,아토르바정,OG_2025-Q3_T05_아토르바정_05,8,21318991.0,21318991.0,10659495.5,10659495.5,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,아토젯정,OG_2025-Q3_T05_아토젯정_01,4,72316404.0,72316404.0,36158202.0,36158202.0,0.0,1,"hosp,mixed",direct,0.0
2025-Q3,T05,아토젯정,OG_2025-Q3_T05_아토젯정_02,11,117649026.0,117649026.0,58824513.0,58824513.0,0.0,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,아토젯정,OG_2025-Q3_T05_아토젯정_03,11,108944559.0,108944559.0,54472279.5,54472279.5,-0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,아토젯정,OG_2025-Q3_T05_아토젯정_04,15,215995941.0,215995941.0,107997970.5,107997970.5,0.03,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,아토젯정,OG_2025-Q3_T05_아토젯정_05,6,92237589.0,92237589.0,46118794.5,46118794.5,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,엑스포지정,OG_2025-Q3_T05_엑스포지정_01,10,74557387.0,74557387.0,37278693.5,37278693.5,-0.01,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,엑스포지정,OG_2025-Q3_T05_엑스포지정_02,10,22130146.0,22130146.0,11065073.0,11065073.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,엑스포지정,OG_2025-Q3_T05_엑스포지정_03,12,57771912.0,57771912.0,28885956.0,28885956.0,0.01,5,"clinic,mixed",direct,0.0
2025-Q3,T05,엑스포지정,OG_2025-Q3_T05_엑스포지정_04,8,28847479.0,28847479.0,14423739.5,14423739.5,0.02,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,엑스포지정,OG_2025-Q3_T05_엑스포지정_05,9,41540204.0,41540204.0,20770102.0,20770102.0,-0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,올메텍정,OG_2025-Q3_T05_올메텍정_01,10,40364133.0,40364133.0,20182066.5,20182066.5,0.01,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,올메텍정,OG_2025-Q3_T05_올메텍정_02,9,39581547.0,39581547.0,19790773.5,19790773.5,0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,올메텍정,OG_2025-Q3_T05_올메텍정_03,8,11758568.0,11758568.0,5879284.0,5879284.0,0.0,0,"clinic,hosp",direct,0.0
2025-Q3,T05,올메텍정,OG_2025-Q3_T05_올메텍정_04,9,33703433.0,33703433.0,16851716.5,16851716.5,0.01,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,올메텍정,OG_2025-Q3_T05_올메텍정_05,12,46229542.0,46229542.0,23114771.0,23114771.0,0.0,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,자누비아정,OG_2025-Q3_T05_자누비아정_01,12,251152000.0,251152000.0,125576000.0,125576000.0,-0.01,0,"clinic,hosp",direct,0.0
2025-Q3,T05,자누비아정,OG_2025-Q3_T05_자누비아정_02,11,270470000.0,270470000.0,135235000.0,135235000.0,0.0,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,자누비아정,OG_2025-Q3_T05_자누비아정_03,11,79162000.0,79162000.0,39581000.0,39581000.0,0.01,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,자누비아정,OG_2025-Q3_T05_자누비아정_04,16,147342000.0,147342000.0,73671000.0,73671000.0,0.01,9,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,자누비아정,OG_2025-Q3_T05_자누비아정_05,9,228098000.0,228098000.0,114049000.0,114049000.0,0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,카나브정,OG_2025-Q3_T05_카나브정_01,14,50560347.0,50560347.0,25280173.5,25280173.5,-0.02,7,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,카나브정,OG_2025-Q3_T05_카나브정_02,7,12524259.0,12524259.0,6262129.5,6262129.5,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,카나브정,OG_2025-Q3_T05_카나브정_03,4,6776100.0,6776100.0,3388050.0,3388050.0,0.0,2,"hosp,mixed",direct,0.0
2025-Q3,T05,카나브정,OG_2025-Q3_T05_카나브정_04,11,35309889.0,35309889.0,17654944.5,17654944.5,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,카나브정,OG_2025-Q3_T05_카나브정_05,10,16388124.0,16388124.0,8194062.0,8194062.0,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,타미플루캡슐,OG_2025-Q3_T05_타미플루캡슐_01,13,116287100.0,116287100.0,58143550.0,58143550.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,타미플루캡슐,OG_2025-Q3_T05_타미플루캡슐_02,8,97127300.0,97127300.0,48563650.0,48563650.0,0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,타미플루캡슐,OG_2025-Q3_T05_타미플루캡슐_03,10,163550600.0,163550600.0,81775300.0,81775300.0,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,타미플루캡슐,OG_2025-Q3_T05_타미플루캡슐_04,11,119312200.0,119312200.0,59656100.0,59656100.0,0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,타미플루캡슐,OG_2025-Q3_T05_타미플루캡슐_05,14,153765400.0,153765400.0,76882700.0,76882700.0,0.03,6,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,트라젠타정,OG_2025-Q3_T05_트라젠타정_01,8,11938000.0,11938000.0,5969000.0,5969000.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,트라젠타정,OG_2025-Q3_T05_트라젠타정_02,12,23142800.0,23142800.0,11571400.0,11571400.0,-0.01,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,트라젠타정,OG_2025-Q3_T05_트라젠타정_03,13,24891200.0,24891200.0,12445600.0,12445600.0,-0.02,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,트라젠타정,OG_2025-Q3_T05_트라젠타정_04,5,9982800.0,9982800.0,4991400.0,4991400.0,0.0,4,"clinic,mixed",direct,0.0
2025-Q3,T05,트라젠타정,OG_2025-Q3_T05_트라젠타정_05,11,26978000.0,26978000.0,13489000.0,13489000.0,0.0,8,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,플라빅스정,OG_2025-Q3_T05_플라빅스정_01,6,87948000.0,87948000.0,43974000.0,43974000.0,0.02,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,플라빅스정,OG_2025-Q3_T05_플라빅스정_02,7,100548000.0,100548000.0,50274000.0,50274000.0,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,플라빅스정,OG_2025-Q3_T05_플라빅스정_03,10,95886000.0,95886000.0,47943000.0,47943000.0,0.02,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,플라빅스정,OG_2025-Q3_T05_플라빅스정_04,8,91980000.0,91980000.0,45990000.0,45990000.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T05,플라빅스정,OG_2025-Q3_T05_플라빅스정_05,6,67032000.0,67032000.0,33516000.0,33516000.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,가브스정,OG_2025-Q3_T06_가브스정_01,8,21841915.0,21841915.0,10920957.5,10920957.5,0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,가브스정,OG_2025-Q3_T06_가브스정_02,14,132076296.0,132076296.0,66038148.0,66038148.0,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,가브스정,OG_2025-Q3_T06_가브스정_03,9,37934042.0,37934042.0,18967021.0,18967021.0,-0.01,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,가브스정,OG_2025-Q3_T06_가브스정_04,5,11793400.0,11793400.0,5896700.0,5896700.0,0.0,0,hosp,direct,0.0
2025-Q3,T06,가브스정,OG_2025-Q3_T06_가브스정_05,7,13414413.0,13414413.0,6707206.5,6707206.5,-0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,글루코파지정,OG_2025-Q3_T06_글루코파지정_01,6,21277536.0,21277536.0,10638768.0,10638768.0,-0.01,3,"hosp,mixed",direct,0.0
2025-Q3,T06,글루코파지정,OG_2025-Q3_T06_글루코파지정_02,6,31148183.0,31148183.0,15574091.5,15574091.5,0.0,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,글루코파지정,OG_2025-Q3_T06_글루코파지정_03,9,19288562.0,19288562.0,9644281.0,9644281.0,-0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,글루코파지정,OG_2025-Q3_T06_글루코파지정_04,12,44148262.0,44148262.0,22074131.0,22074131.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,글루코파지정,OG_2025-Q3_T06_글루코파지정_05,12,51568773.0,51568773.0,25784386.5,25784386.5,-0.03,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,네시나정,OG_2025-Q3_T06_네시나정_01,11,140345737.0,140345737.0,70172868.5,70172868.5,-0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,네시나정,OG_2025-Q3_T06_네시나정_02,10,42981181.0,42981181.0,21490590.5,21490590.5,0.0,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,네시나정,OG_2025-Q3_T06_네시나정_03,13,127085631.0,127085631.0,63542815.5,63542815.5,0.0,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,네시나정,OG_2025-Q3_T06_네시나정_04,14,189665340.0,189665340.0,94832670.0,94832670.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,네시나정,OG_2025-Q3_T06_네시나정_05,8,11452600.0,11452600.0,5726300.0,5726300.0,-0.01,0,"clinic,hosp",direct,0.0
2025-Q3,T06,넥시움정,OG_2025-Q3_T06_넥시움정_01,10,65815898.0,65815898.0,32907949.0,32907949.0,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,넥시움정,OG_2025-Q3_T06_넥시움정_02,7,12636365.0,12636365.0,6318182.5,6318182.5,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,넥시움정,OG_2025-Q3_T06_넥시움정_03,8,38413869.0,38413869.0,19206934.5,19206934.5,-0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,넥시움정,OG_2025-Q3_T06_넥시움정_04,7,32332179.0,32332179.0,16166089.5,16166089.5,0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,넥시움정,OG_2025-Q3_T06_넥시움정_05,10,77736747.0,77736747.0,38868373.5,38868373.5,-0.01,6,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,디아미크롱서방정,OG_2025-Q3_T06_디아미크롱서방정_01,12,29107600.0,29107600.0,14553800.0,14553800.0,0.02,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,디아미크롱서방정,OG_2025-Q3_T06_디아미크롱서방정_02,8,30269400.0,30269400.0,15134700.0,15134700.0,-0.01,3,"hosp,mixed",direct,0.0
2025-Q3,T06,디아미크롱서방정,OG_2025-Q3_T06_디아미크롱서방정_03,4,7502200.0,7502200.0,3751100.0,3751100.0,0.0,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,디아미크롱서방정,OG_2025-Q3_T06_디아미크롱서방정_04,20,53700800.0,53700800.0,26850400.0,26850400.0,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,디아미크롱서방정,OG_2025-Q3_T06_디아미크롱서방정_05,16,66859600.0,66859600.0,33429800.0,33429800.0,0.0,7,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,로수젯정,OG_2025-Q3_T06_로수젯정_01,11,168601848.0,168601848.0,84300924.0,84300924.0,-0.03,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,로수젯정,OG_2025-Q3_T06_로수젯정_02,5,57681588.0,57681588.0,28840794.0,28840794.0,-0.02,0,"clinic,hosp",direct,0.0
2025-Q3,T06,로수젯정,OG_2025-Q3_T06_로수젯정_03,10,64142157.0,64142157.0,32071078.5,32071078.5,0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,로수젯정,OG_2025-Q3_T06_로수젯정_04,17,175164039.0,175164039.0,87582019.5,87582019.5,0.0,6,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,로수젯정,OG_2025-Q3_T06_로수젯정_05,6,82019319.0,82019319.0,41009659.5,41009659.5,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,록소르정,OG_2025-Q3_T06_록소르정_01,6,8458600.0,8458600.0,4229300.0,4229300.0,-0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,록소르정,OG_2025-Q3_T06_록소르정_02,13,30780600.0,30780600.0,15390300.0,15390300.0,-0.01,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,록소르정,OG_2025-Q3_T06_록소르정_03,9,23510600.0,23510600.0,11755300.0,11755300.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,록소르정,OG_2025-Q3_T06_록소르정_04,7,14496000.0,14496000.0,7248000.0,7248000.0,-0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,록소르정,OG_2025-Q3_T06_록소르정_05,14,32329800.0,32329800.0,16164900.0,16164900.0,-0.01,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,리피토정,OG_2025-Q3_T06_리피토정_01,8,13082400.0,13082400.0,6541200.0,6541200.0,-0.02,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,리피토정,OG_2025-Q3_T06_리피토정_02,6,22224063.0,22224063.0,11112031.5,11112031.5,0.0,4,"hosp,mixed",direct,0.0
2025-Q3,T06,리피토정,OG_2025-Q3_T06_리피토정_03,7,42486033.0,42486033.0,21243016.5,21243016.5,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,리피토정,OG_2025-Q3_T06_리피토정_04,9,38035338.0,38035338.0,19017669.0,19017669.0,0.02,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,리피토정,OG_2025-Q3_T06_리피토정_05,8,37646136.0,37646136.0,18823068.0,18823068.0,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,서스펜정,OG_2025-Q3_T06_서스펜정_01,6,21638124.0,21638124.0,10819062.0,10819062.0,0.0,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,서스펜정,OG_2025-Q3_T06_서스펜정_02,9,32941638.0,32941638.0,16470819.0,16470819.0,0.02,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,서스펜정,OG_2025-Q3_T06_서스펜정_03,8,27978390.0,27978390.0,13989195.0,13989195.0,-0.02,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,서스펜정,OG_2025-Q3_T06_서스펜정_04,8,28878681.0,28878681.0,14439340.5,14439340.5,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,서스펜정,OG_2025-Q3_T06_서스펜정_05,4,8964990.0,8964990.0,4482495.0,4482495.0,0.0,2,"hosp,mixed",direct,0.0
2025-Q3,T06,세파클러캡슐,OG_2025-Q3_T06_세파클러캡슐_01,14,88007200.0,88007200.0,44003600.0,44003600.0,-0.01,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,세파클러캡슐,OG_2025-Q3_T06_세파클러캡슐_02,11,53352700.0,53352700.0,26676350.0,26676350.0,-0.02,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,세파클러캡슐,OG_2025-Q3_T06_세파클러캡슐_03,8,38376100.0,38376100.0,19188050.0,19188050.0,-0.02,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,세파클러캡슐,OG_2025-Q3_T06_세파클러캡슐_04,14,73613200.0,73613200.0,36806600.0,36806600.0,-0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,세파클러캡슐,OG_2025-Q3_T06_세파클러캡슐_05,10,65441200.0,65441200.0,32720600.0,32720600.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,아모잘탄정,OG_2025-Q3_T06_아모잘탄정_01,9,32280627.0,32280627.0,16140313.5,16140313.5,-0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,아모잘탄정,OG_2025-Q3_T06_아모잘탄정_02,7,29026276.0,29026276.0,14513138.0,14513138.0,0.0,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,아모잘탄정,OG_2025-Q3_T06_아모잘탄정_03,11,62707030.0,62707030.0,31353515.0,31353515.0,-0.01,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,아모잘탄정,OG_2025-Q3_T06_아모잘탄정_04,9,59548713.0,59548713.0,29774356.5,29774356.5,0.02,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,아모잘탄정,OG_2025-Q3_T06_아모잘탄정_05,11,59908873.0,59908873.0,29954436.5,29954436.5,0.01,7,"hosp,mixed",direct,0.0
2025-Q3,T06,아토르바정,OG_2025-Q3_T06_아토르바정_01,10,38383816.0,38383816.0,19191908.0,19191908.0,-0.04,6,"clinic,mixed",direct,0.0
2025-Q3,T06,아토르바정,OG_2025-Q3_T06_아토르바정_02,12,30166314.0,30166314.0,15083157.0,15083157.0,0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,아토르바정,OG_2025-Q3_T06_아토르바정_03,14,28224161.0,28224161.0,14112080.5,14112080.5,0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,아토르바정,OG_2025-Q3_T06_아토르바정_04,11,75388285.0,75388285.0,37694142.5,37694142.5,0.03,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,아토르바정,OG_2025-Q3_T06_아토르바정_05,5,26273285.0,26273285.0,13136642.5,13136642.5,0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,아토젯정,OG_2025-Q3_T06_아토젯정_01,16,184850865.0,184850865.0,92425432.5,92425432.5,0.02,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,아토젯정,OG_2025-Q3_T06_아토젯정_02,9,111630789.0,111630789.0,55815394.5,55815394.5,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,아토젯정,OG_2025-Q3_T06_아토젯정_03,7,113582115.0,113582115.0,56791057.5,56791057.5,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,아토젯정,OG_2025-Q3_T06_아토젯정_04,11,100267029.0,100267029.0,50133514.5,50133514.5,0.0,0,"clinic,hosp",direct,0.0
2025-Q3,T06,아토젯정,OG_2025-Q3_T06_아토젯정_05,12,195095367.0,195095367.0,97547683.5,97547683.5,0.0,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,엑스포지정,OG_2025-Q3_T06_엑스포지정_01,7,25255684.0,25255684.0,12627842.0,12627842.0,-0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,엑스포지정,OG_2025-Q3_T06_엑스포지정_02,8,82634901.0,82634901.0,41317450.5,41317450.5,0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,엑스포지정,OG_2025-Q3_T06_엑스포지정_03,9,13235600.0,13235600.0,6617800.0,6617800.0,0.0,6,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,엑스포지정,OG_2025-Q3_T06_엑스포지정_04,11,38336035.0,38336035.0,19168017.5,19168017.5,-0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,엑스포지정,OG_2025-Q3_T06_엑스포지정_05,10,41550602.0,41550602.0,20775301.0,20775301.0,-0.01,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,올메텍정,OG_2025-Q3_T06_올메텍정_01,12,12773600.0,12773600.0,6386800.0,6386800.0,0.01,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,올메텍정,OG_2025-Q3_T06_올메텍정_02,8,9240000.0,9240000.0,4620000.0,4620000.0,-0.02,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,올메텍정,OG_2025-Q3_T06_올메텍정_03,12,48458567.0,48458567.0,24229283.5,24229283.5,0.0,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,올메텍정,OG_2025-Q3_T06_올메텍정_04,13,50157263.0,50157263.0,25078631.5,25078631.5,0.05,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,올메텍정,OG_2025-Q3_T06_올메텍정_05,10,29897836.0,29897836.0,14948918.0,14948918.0,0.0,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,자누비아정,OG_2025-Q3_T06_자누비아정_01,14,213034000.0,213034000.0,106517000.0,106517000.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,자누비아정,OG_2025-Q3_T06_자누비아정_02,5,160926000.0,160926000.0,80463000.0,80463000.0,0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,자누비아정,OG_2025-Q3_T06_자누비아정_03,13,142618000.0,142618000.0,71309000.0,71309000.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,자누비아정,OG_2025-Q3_T06_자누비아정_04,9,102478000.0,102478000.0,51239000.0,51239000.0,-0.01,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,자누비아정,OG_2025-Q3_T06_자누비아정_05,9,95996000.0,95996000.0,47998000.0,47998000.0,0.02,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,카나브정,OG_2025-Q3_T06_카나브정_01,10,53153361.0,53153361.0,26576680.5,26576680.5,0.02,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,카나브정,OG_2025-Q3_T06_카나브정_02,9,44869983.0,44869983.0,22434991.5,22434991.5,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,카나브정,OG_2025-Q3_T06_카나브정_03,9,36596193.0,36596193.0,18298096.5,18298096.5,0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,카나브정,OG_2025-Q3_T06_카나브정_04,12,50585346.0,50585346.0,25292673.0,25292673.0,-0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,카나브정,OG_2025-Q3_T06_카나브정_05,7,24892698.0,24892698.0,12446349.0,12446349.0,0.01,3,"clinic,mixed",direct,0.0
2025-Q3,T06,타미플루캡슐,OG_2025-Q3_T06_타미플루캡슐_01,10,84851500.0,84851500.0,42425750.0,42425750.0,-0.02,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,타미플루캡슐,OG_2025-Q3_T06_타미플루캡슐_02,14,238017700.0,238017700.0,119008850.0,119008850.0,-0.01,6,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,타미플루캡슐,OG_2025-Q3_T06_타미플루캡슐_03,10,68255800.0,68255800.0,34127900.0,34127900.0,-0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,타미플루캡슐,OG_2025-Q3_T06_타미플루캡슐_04,7,101153900.0,101153900.0,50576950.0,50576950.0,-0.02,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,타미플루캡슐,OG_2025-Q3_T06_타미플루캡슐_05,6,60873700.0,60873700.0,30436850.0,30436850.0,-0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,트라젠타정,OG_2025-Q3_T06_트라젠타정_01,7,9324800.0,9324800.0,4662400.0,4662400.0,-0.01,0,"clinic,hosp",direct,0.0
2025-Q3,T06,트라젠타정,OG_2025-Q3_T06_트라젠타정_02,11,24722000.0,24722000.0,12361000.0,12361000.0,-0.03,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,트라젠타정,OG_2025-Q3_T06_트라젠타정_03,11,20999600.0,20999600.0,10499800.0,10499800.0,0.02,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,트라젠타정,OG_2025-Q3_T06_트라젠타정_04,10,21902000.0,21902000.0,10951000.0,10951000.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,트라젠타정,OG_2025-Q3_T06_트라젠타정_05,10,19082000.0,19082000.0,9541000.0,9541000.0,-0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,플라빅스정,OG_2025-Q3_T06_플라빅스정_01,7,119196000.0,119196000.0,59598000.0,59598000.0,0.0,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,플라빅스정,OG_2025-Q3_T06_플라빅스정_02,7,76986000.0,76986000.0,38493000.0,38493000.0,0.0,0,"clinic,hosp",direct,0.0
2025-Q3,T06,플라빅스정,OG_2025-Q3_T06_플라빅스정_03,8,82152000.0,82152000.0,41076000.0,41076000.0,-0.01,3,"clinic,hosp,mixed",direct,0.0
2025-Q3,T06,플라빅스정,OG_2025-Q3_T06_플라빅스정_04,8,72198000.0,72198000.0,36099000.0,36099000.0,0.01,0,"clinic,hosp",direct,0.0
2025-Q3,T06,플라빅스정,OG_2025-Q3_T06_플라빅스정_05,11,139608000.0,139608000.0,69804000.0,69804000.0,0.02,2,"clinic,hosp,mixed",direct,0.0
2025-Q3,T07,가브스정,OG_2025-Q3_T07_가브스정_01,7,66321194.0,66321194.0,33160597.0,33160597.0,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T07,가브스정,OG_2025-Q3_T07_가브스정_02,15,140036539.0,140036539.0,70018269.5,70018269.5,-0.02,5,"clinic,hosp,mixed",direct,0.0
2025-Q3,T07,가브스정,OG_2025-Q3_T07_가브스정_03,7,83165297.0,83165297.0,41582648.5,41582648.5,-0.01,1,"clinic,hosp,mixed",direct,0.0
2025-Q3,T07,가브스정,OG_2025-Q3_T07_가브스정_04,13,76837019.0,76837019.0,38418509.5,38418509.5,0.0,4,"clinic,hosp,mixed",direct,0.0
2025-Q3,T07,가브스정,OG_2025-Q3_T07_가브스정_05,9,105690101.0,105690101.0,52845050.5,52845050.5,0.01,1,"clinic,hosp,mixed",direct,0.0
