ship_id,amount_pre_share,amount_hosp_share_55,amount_clinic_share_55,amount_hosp_share_73,amount_clinic_share_73,delta_hosp,delta_clinic
S00018479,158700.0,79350.0,79350.0,111090.0,47610.0,31740.0,-31740.0
S00018480,1754900.0,877450.0,877450.0,1228430.0,526470.0,350980.0,-350980.0
S00018481,737200.0,368600.0,368600.0,516040.0,221160.0,147440.0,-147440.0
S00018482,2772000.0,1386000.0,1386000.0,1940400.0,831600.0,554400.0,-554400.0
S00018483,2992500.0,1496250.0,1496250.0,2094750.0,897750.0,598500.0,-598500.0
S00018484,564300.0,282150.0,282150.0,395010.0,169290.0,112860.0,-112860.0
S00018485,5166000.0,2583000.0,2583000.0,3616200.0,1549800.0,1033200.0,-1033200.0
S00018486,752000.0,376000.0,376000.0,526400.0,225600.0,150400.0,-150400.0
S00018487,13202082.0,6601041.0,6601041.0,9241457.4,3960624.6,2640416.4,-2640416.4
S00018488,2324400.0,1162200.0,1162200.0,1627080.0,697320.0,464880.0,-464880.0
S00018489,2339955.0,1169977.5,1169977.5,1637968.5,701986.5,467991.0,-467991.0
S00018490,31897167.0,15948583.5,15948583.5,22328016.9,9569150.1,6379433.4,-6379433.4
S00018491,3647700.0,1823850.0,1823850.0,2553390.0,1094310.0,729540.0,-729540.0
S00018492,24159840.0,12079920.0,12079920.0,16911888.0,7247952.0,4831968.0,-4831968.0
S00018493,16106823.0,8053411.5,8053411.5,11274776.1,4832046.9,3221364.6,-3221364.6
S00018494,1368500.0,684250.0,684250.0,957950.0,410550.0,273700.0,-273700.0
S00018495,806000.0,403000.0,403000.0,564200.0,241800.0,161200.0,-161200.0
S00018496,1763200.0,881600.0,881600.0,1234240.0,528960.0,352640.0,-352640.0
S00018497,14632000.0,7316000.0,7316000.0,10242400.0,4389600.0,2926400.0,-2926400.0
S00018498,379600.0,189800.0,189800.0,265720.0,113880.0,75920.0,-75920.0
S00018499,9087858.0,4543929.0,4543929.0,6361500.6,2726357.4,1817571.6,-1817571.6
S00018500,17170170.0,8585085.0,8585085.0,12019119.0,5151051.0,3434034.0,-3434034.0
S00018501,2079000.0,1039500.0,1039500.0,1455300.0,623700.0,415800.0,-415800.0
S00018502,77610000.0,38805000.0,38805000.0,54327000.0,23283000.0,15522000.0,-15522000.0
S00018503,2838600.0,1419300.0,1419300.0,1987020.0,851580.0,567720.0,-567720.0
S00018504,5980065.0,2990032.5,2990032.5,4186045.5,1794019.5,1196013.0,-1196013.0
S00018505,7560000.0,3780000.0,3780000.0,5292000.0,2268000.0,1512000.0,-1512000.0
S00018506,2086800.0,1043400.0,1043400.0,1460760.0,626040.0,417360.0,-417360.0
S00018507,2093013.0,1046506.5,1046506.5,1465109.1,627903.9,418602.6,-418602.6
S00018508,33840180.0,16920090.0,16920090.0,23688126.0,10152054.0,6768036.0,-6768036.0
S00018509,4211919.0,2105959.5,2105959.5,2948343.3,1263575.7,842383.8,-842383.8
S00018510,844200.0,422100.0,422100.0,590940.0,253260.0,168840.0,-168840.0
S00018511,1795500.0,897750.0,897750.0,1256850.0,538650.0,359100.0,-359100.0
S00018512,2657800.0,1328900.0,1328900.0,1860460.0,797340.0,531560.0,-531560.0
S00018513,3093966.0,1546983.0,1546983.0,2165776.2,928189.8,618793.2,-618793.2
S00018514,1499400.0,749700.0,749700.0,1049580.0,449820.0,299880.0,-299880.0
S00018515,855000.0,427500.0,427500.0,598500.0,256500.0,171000.0,-171000.0
S00018516,1517000.0,758500.0,758500.0,1061900.0,455100.0,303400.0,-303400.0
S00018517,2589400.0,1294700.0,1294700.0,1812580.0,776820.0,517880.0,-517880.0
S00018518,12319000.0,6159500.0,6159500.0,8623300.0,3695700.0,2463800.0,-2463800.0
S00018519,82800.0,41400.0,41400.0,57960.0,24840.0,16560.0,-16560.0
S00018520,1951100.0,975550.0,975550.0,1365770.0,585330.0,390220.0,-390220.0
S00018521,26600.0,13300.0,13300.0,18620.0,7980.0,5320.0,-5320.0
S00018522,2052000.0,1026000.0,1026000.0,1436400.0,615600.0,410400.0,-410400.0
S00018523,2565000.0,1282500.0,1282500.0,1795500.0,769500.0,513000.0,-513000.0
S00018524,67500.0,33750.0,33750.0,47250.0,20250.0,13500.0,-13500.0
S00018525,11340000.0,5670000.0,5670000.0,7938000.0,3402000.0,2268000.0,-2268000.0
S00018526,2500400.0,1250200.0,1250200.0,1750280.0,750120.0,500080.0,-500080.0
S00018527,4025025.0,2012512.5,2012512.5,2817517.5,1207507.5,805005.0,-805005.0
S00018528,7520040.0,3760020.0,3760020.0,5264028.0,2256012.0,1504008.0,-1504008.0
S00018529,465300.0,232650.0,232650.0,325710.0,139590.0,93060.0,-93060.0
S00018530,24257127.0,12128563.5,12128563.5,16979988.9,7277138.1,4851425.4,-4851425.4
S00018531,33294186.0,16647093.0,16647093.0,23305930.2,9988255.8,6658837.2,-6658837.2
S00018532,776000.0,388000.0,388000.0,543200.0,232800.0,155200.0,-155200.0
S00018533,1386000.0,693000.0,693000.0,970200.0,415800.0,277200.0,-277200.0
S00018534,13363161.0,6681580.5,6681580.5,9354212.7,4008948.3,2672632.2,-2672632.2
S00018535,266600.0,133300.0,133300.0,186620.0,79980.0,53320.0,-53320.0
S00018536,6383916.0,3191958.0,3191958.0,4468741.2,1915174.8,1276783.2,-1276783.2
S00018537,2173500.0,1086750.0,1086750.0,1521450.0,652050.0,434700.0,-434700.0
S00018538,1182600.0,591300.0,591300.0,827820.0,354780.0,236520.0,-236520.0
S00018539,545100.0,272550.0,272550.0,381570.0,163530.0,109020.0,-109020.0
S00018540,1264400.0,632200.0,632200.0,885080.0,379320.0,252880.0,-252880.0
S00018541,6369000.0,3184500.0,3184500.0,4458300.0,1910700.0,1273800.0,-1273800.0
S00018542,14364000.0,7182000.0,7182000.0,10054800.0,4309200.0,2872800.0,-2872800.0
S00018543,464000.0,232000.0,232000.0,324800.0,139200.0,92800.0,-92800.0
S00018544,17020185.0,8510092.5,8510092.5,11914129.5,5106055.5,3404037.0,-3404037.0
S00018545,7686000.0,3843000.0,3843000.0,5380200.0,2305800.0,1537200.0,-1537200.0
S00018546,658000.0,329000.0,329000.0,460600.0,197400.0,131600.0,-131600.0
S00018547,1193700.0,596850.0,596850.0,835590.0,358110.0,238740.0,-238740.0
S00018548,6204033.0,3102016.5,3102016.5,4342823.1,1861209.9,1240806.6,-1240806.6
S00018549,9983808.0,4991904.0,4991904.0,6988665.6,2995142.4,1996761.6,-1996761.6
S00018550,3055200.0,1527600.0,1527600.0,2138640.0,916560.0,611040.0,-611040.0
S00018551,3250800.0,1625400.0,1625400.0,2275560.0,975240.0,650160.0,-650160.0
S00018552,19780869.0,9890434.5,9890434.5,13846608.3,5934260.7,3956173.8,-3956173.8
S00018553,2044500.0,1022250.0,1022250.0,1431150.0,613350.0,408900.0,-408900.0
S00018554,282100.0,141050.0,141050.0,197470.0,84630.0,56420.0,-56420.0
S00018555,322400.0,161200.0,161200.0,225680.0,96720.0,64480.0,-64480.0
S00018556,1218000.0,609000.0,609000.0,852600.0,365400.0,243600.0,-243600.0
S00018557,18644000.0,9322000.0,9322000.0,13050800.0,5593200.0,3728800.0,-3728800.0
S00018558,1204500.0,602250.0,602250.0,843150.0,361350.0,240900.0,-240900.0
S00018559,2751957.0,1375978.5,1375978.5,1926369.9,825587.1,550391.4,-550391.4
S00018560,19493193.0,9746596.5,9746596.5,13645235.1,5847957.9,3898638.6,-3898638.6
S00018561,2409000.0,1204500.0,1204500.0,1686300.0,722700.0,481800.0,-481800.0
S00018562,11096000.0,5548000.0,5548000.0,7767200.0,3328800.0,2219200.0,-2219200.0
S00018563,27199800.0,13599900.0,13599900.0,19039860.0,8159940.0,5439960.0,-5439960.0
S00018564,1971000.0,985500.0,985500.0,1379700.0,591300.0,394200.0,-394200.0
S00018565,1890000.0,945000.0,945000.0,1323000.0,567000.0,378000.0,-378000.0
S00018566,3158400.0,1579200.0,1579200.0,2210880.0,947520.0,631680.0,-631680.0
S00018567,24794154.0,12397077.0,12397077.0,17355907.8,7438246.2,4958830.8,-4958830.8
S00018568,1966800.0,983400.0,983400.0,1376760.0,590040.0,393360.0,-393360.0
S00018569,258500.0,129250.0,129250.0,180950.0,77550.0,51700.0,-51700.0
S00018570,2954700.0,1477350.0,1477350.0,2068290.0,886410.0,590940.0,-590940.0
S00018571,3250800.0,1625400.0,1625400.0,2275560.0,975240.0,650160.0,-650160.0
S00018572,1539000.0,769500.0,769500.0,1077300.0,461700.0,307800.0,-307800.0
S00018573,6187932.0,3093966.0,3093966.0,4331552.4,1856379.6,1237586.4,-1237586.4
S00018574,16268196.0,8134098.0,8134098.0,11387737.2,4880458.8,3253639.2,-3253639.2
S00018575,334800.0,167400.0,167400.0,234360.0,100440.0,66960.0,-66960.0
S00018576,311600.0,155800.0,155800.0,218120.0,93480.0,62320.0,-62320.0
S00018577,3723600.0,1861800.0,1861800.0,2606520.0,1117080.0,744720.0,-744720.0
S00018578,474500.0,237250.0,237250.0,332150.0,142350.0,94900.0,-94900.0
S00018579,358800.0,179400.0,179400.0,251160.0,107640.0,71760.0,-71760.0
S00018580,1972900.0,986450.0,986450.0,1381030.0,591870.0,394580.0,-394580.0
S00018581,372400.0,186200.0,186200.0,260680.0,111720.0,74480.0,-74480.0
S00018582,31980000.0,15990000.0,15990000.0,22386000.0,9594000.0,6396000.0,-6396000.0
S00018583,15367887.0,7683943.5,7683943.5,10757520.9,4610366.1,3073577.4,-3073577.4
S00018584,1890900.0,945450.0,945450.0,1323630.0,567270.0,378180.0,-378180.0
S00018585,4410000.0,2205000.0,2205000.0,3087000.0,1323000.0,882000.0,-882000.0
S00018586,1522800.0,761400.0,761400.0,1065960.0,456840.0,304560.0,-304560.0
S00018587,13202082.0,6601041.0,6601041.0,9241457.4,3960624.6,2640416.4,-2640416.4
S00018588,16732089.0,8366044.5,8366044.5,11712462.3,5019626.7,3346417.8,-3346417.8
S00018589,1715967.0,857983.5,857983.5,1201176.9,514790.1,343193.4,-343193.4
S00018590,2150700.0,1075350.0,1075350.0,1505490.0,645210.0,430140.0,-430140.0
S00018591,3580020.0,1790010.0,1790010.0,2506014.0,1074006.0,716004.0,-716004.0
S00018592,1319200.0,659600.0,659600.0,923440.0,395760.0,263840.0,-263840.0
S00018593,17926803.0,8963401.5,8963401.5,12548762.1,5378040.9,3585360.6,-3585360.6
S00018594,464100.0,232050.0,232050.0,324870.0,139230.0,92820.0,-92820.0
S00018595,694400.0,347200.0,347200.0,486080.0,208320.0,138880.0,-138880.0
S00018596,8815884.0,4407942.0,4407942.0,6171118.8,2644765.2,1763176.8,-1763176.8
S00018597,2675000.0,1337500.0,1337500.0,1872500.0,802500.0,535000.0,-535000.0
S00018598,18139000.0,9069500.0,9069500.0,12697300.0,5441700.0,3627800.0,-3627800.0
S00018599,1152300.0,576150.0,576150.0,806610.0,345690.0,230460.0,-230460.0
S00018600,18988188.0,9494094.0,9494094.0,13291731.6,5696456.4,3797637.6,-3797637.6
S00018601,478800.0,239400.0,239400.0,335160.0,143640.0,95760.0,-95760.0
S00018602,1302000.0,651000.0,651000.0,911400.0,390600.0,260400.0,-260400.0
S00018603,940500.0,470250.0,470250.0,658350.0,282150.0,188100.0,-188100.0
S00018604,1932021.0,966010.5,966010.5,1352414.7,579606.3,386404.2,-386404.2
S00018605,1386000.0,693000.0,693000.0,970200.0,415800.0,277200.0,-277200.0
S00018606,1767200.0,883600.0,883600.0,1237040.0,530160.0,353440.0,-353440.0
S00018607,778500.0,389250.0,389250.0,544950.0,233550.0,155700.0,-155700.0
S00018608,2026400.0,1013200.0,1013200.0,1418480.0,607920.0,405280.0,-405280.0
S00018609,3995892.0,1997946.0,1997946.0,2797124.4,1198767.6,799178.4,-799178.4
S00018610,27313143.0,13656571.5,13656571.5,19119200.1,8193942.9,5462628.6,-5462628.6
S00018611,30967173.0,15483586.5,15483586.5,21677021.1,9290151.9,6193434.6,-6193434.6
S00018612,2543400.0,1271700.0,1271700.0,1780380.0,763020.0,508680.0,-508680.0
S00018613,405900.0,202950.0,202950.0,284130.0,121770.0,81180.0,-81180.0
S00018614,440300.0,220150.0,220150.0,308210.0,132090.0,88060.0,-88060.0
S00018615,49600.0,24800.0,24800.0,34720.0,14880.0,9920.0,-9920.0
S00018616,1751600.0,875800.0,875800.0,1226120.0,525480.0,350320.0,-350320.0
S00018617,1797600.0,898800.0,898800.0,1258320.0,539280.0,359520.0,-359520.0
S00018618,12998000.0,6499000.0,6499000.0,9098600.0,3899400.0,2599600.0,-2599600.0
S00018619,234600.0,117300.0,117300.0,164220.0,70380.0,46920.0,-46920.0
S00018620,5252052.0,2626026.0,2626026.0,3676436.4,1575615.6,1050410.4,-1050410.4
S00018621,1815000.0,907500.0,907500.0,1270500.0,544500.0,363000.0,-363000.0
S00018622,3612000.0,1806000.0,1806000.0,2528400.0,1083600.0,722400.0,-722400.0
S00018623,696000.0,348000.0,348000.0,487200.0,208800.0,139200.0,-139200.0
S00018624,465300.0,232650.0,232650.0,325710.0,139590.0,93060.0,-93060.0
S00018625,23814000.0,11907000.0,11907000.0,16669800.0,7144200.0,4762800.0,-4762800.0
S00018626,3064400.0,1532200.0,1532200.0,2145080.0,919320.0,612880.0,-612880.0
S00018627,30268188.0,15134094.0,15134094.0,21187731.6,9080456.4,6053637.6,-6053637.6
S00018628,283100.0,141550.0,141550.0,198170.0,84930.0,56620.0,-56620.0
S00018629,4032891.0,2016445.5,2016445.5,2823023.7,1209867.3,806578.2,-806578.2
S00018630,10505055.0,5252527.5,5252527.5,7353538.5,3151516.5,2101011.0,-2101011.0
S00018631,3024000.0,1512000.0,1512000.0,2116800.0,907200.0,604800.0,-604800.0
S00018632,1668400.0,834200.0,834200.0,1167880.0,500520.0,333680.0,-333680.0
S00018633,5823936.0,2911968.0,2911968.0,4076755.2,1747180.8,1164787.2,-1164787.2
S00018634,582400.0,291200.0,291200.0,407680.0,174720.0,116480.0,-116480.0
S00018635,570000.0,285000.0,285000.0,399000.0,171000.0,114000.0,-114000.0
S00018636,1057800.0,528900.0,528900.0,740460.0,317340.0,211560.0,-211560.0
S00018637,535000.0,267500.0,267500.0,374500.0,160500.0,107000.0,-107000.0
S00018638,2910000.0,1455000.0,1455000.0,2037000.0,873000.0,582000.0,-582000.0
S00018639,1166100.0,583050.0,583050.0,816270.0,349830.0,233220.0,-233220.0
S00018640,1526000.0,763000.0,763000.0,1068200.0,457800.0,305200.0,-305200.0
S00018641,924000.0,462000.0,462000.0,646800.0,277200.0,184800.0,-184800.0
S00018642,3724000.0,1862000.0,1862000.0,2606800.0,1117200.0,744800.0,-744800.0
S00018643,2827500.0,1413750.0,1413750.0,1979250.0,848250.0,565500.0,-565500.0
S00018644,4968054.0,2484027.0,2484027.0,3477637.8,1490416.2,993610.8,-993610.8
S00018645,13356000.0,6678000.0,6678000.0,9349200.0,4006800.0,2671200.0,-2671200.0
S00018646,131600.0,65800.0,65800.0,92120.0,39480.0,26320.0,-26320.0
S00018647,1038000.0,519000.0,519000.0,726600.0,311400.0,207600.0,-207600.0
S00018648,3155700.0,1577850.0,1577850.0,2208990.0,946710.0,631140.0,-631140.0
S00018649,5808843.0,2904421.5,2904421.5,4066190.1,1742652.9,1161768.6,-1161768.6
S00018650,2532600.0,1266300.0,1266300.0,1772820.0,759780.0,506520.0,-506520.0
S00018651,2570400.0,1285200.0,1285200.0,1799280.0,771120.0,514080.0,-514080.0
S00018652,97000.0,48500.0,48500.0,67900.0,29100.0,19400.0,-19400.0
S00018653,1623600.0,811800.0,811800.0,1136520.0,487080.0,324720.0,-324720.0
S00018654,1332800.0,666400.0,666400.0,932960.0,399840.0,266560.0,-266560.0
S00018655,627000.0,313500.0,313500.0,438900.0,188100.0,125400.0,-125400.0
S00018656,926600.0,463300.0,463300.0,648620.0,277980.0,185320.0,-185320.0
S00018657,7316000.0,3658000.0,3658000.0,5121200.0,2194800.0,1463200.0,-1463200.0
S00018658,5626000.0,2813000.0,2813000.0,3938200.0,1687800.0,1125200.0,-1125200.0
S00018659,10943829.0,5471914.5,5471914.5,7660680.3,3283148.7,2188765.8,-2188765.8
S00018660,207100.0,103550.0,103550.0,144970.0,62130.0,41420.0,-41420.0
S00018661,6204000.0,3102000.0,3102000.0,4342800.0,1861200.0,1240800.0,-1240800.0
S00018662,2100000.0,1050000.0,1050000.0,1470000.0,630000.0,420000.0,-420000.0
S00018663,3300300.0,1650150.0,1650150.0,2310210.0,990090.0,660060.0,-660060.0
S00018664,1465200.0,732600.0,732600.0,1025640.0,439560.0,293040.0,-293040.0
S00018665,13230000.0,6615000.0,6615000.0,9261000.0,3969000.0,2646000.0,-2646000.0
S00018666,2782400.0,1391200.0,1391200.0,1947680.0,834720.0,556480.0,-556480.0
S00018667,20608128.0,10304064.0,10304064.0,14425689.6,6182438.4,4121625.6,-4121625.6
S00018668,1698600.0,849300.0,849300.0,1189020.0,509580.0,339720.0,-339720.0
S00018669,591984.0,295992.0,295992.0,414388.8,177595.2,118396.8,-118396.8
S00018670,5157027.0,2578513.5,2578513.5,3609918.9,1547108.1,1031405.4,-1031405.4
S00018671,3213000.0,1606500.0,1606500.0,2249100.0,963900.0,642600.0,-642600.0
S00018672,329800.0,164900.0,164900.0,230860.0,98940.0,65960.0,-65960.0
S00018673,772200.0,386100.0,386100.0,540540.0,231660.0,154440.0,-154440.0
S00018674,12450150.0,6225075.0,6225075.0,8715105.0,3735045.0,2490030.0,-2490030.0
S00018675,627000.0,313500.0,313500.0,438900.0,188100.0,125400.0,-125400.0
S00018676,1774800.0,887400.0,887400.0,1242360.0,532440.0,354960.0,-354960.0
S00018677,1787100.0,893550.0,893550.0,1250970.0,536130.0,357420.0,-357420.0
S00018678,6790000.0,3395000.0,3395000.0,4753000.0,2037000.0,1358000.0,-1358000.0
S00018679,1304100.0,652050.0,652050.0,912870.0,391230.0,260820.0,-260820.0
S00018680,2222022.0,1111011.0,1111011.0,1555415.4,666606.6,444404.4,-444404.4
S00018681,19000.0,9500.0,9500.0,13300.0,5700.0,3800.0,-3800.0
S00018682,2204000.0,1102000.0,1102000.0,1542800.0,661200.0,440800.0,-440800.0
S00018683,615600.0,307800.0,307800.0,430920.0,184680.0,123120.0,-123120.0
S00018684,1801800.0,900900.0,900900.0,1261260.0,540540.0,360360.0,-360360.0
S00018685,1638000.0,819000.0,819000.0,1146600.0,491400.0,327600.0,-327600.0
S00018686,3609600.0,1804800.0,1804800.0,2526720.0,1082880.0,721920.0,-721920.0
S00018687,1449009.0,724504.5,724504.5,1014306.3,434702.7,289801.8,-289801.8
S00018688,19928106.0,9964053.0,9964053.0,13949674.2,5978431.8,3985621.2,-3985621.2
S00018689,571989.0,285994.5,285994.5,400392.3,171596.7,114397.8,-114397.8
S00018690,28841151.0,14420575.5,14420575.5,20188805.7,8652345.3,5768230.2,-5768230.2
S00018691,3137400.0,1568700.0,1568700.0,2196180.0,941220.0,627480.0,-627480.0
S00018692,2948800.0,1474400.0,1474400.0,2064160.0,884640.0,589760.0,-589760.0
S00018693,2157300.0,1078650.0,1078650.0,1510110.0,647190.0,431460.0,-431460.0
S00018694,473200.0,236600.0,236600.0,331240.0,141960.0,94640.0,-94640.0
S00018695,5016000.0,2508000.0,2508000.0,3511200.0,1504800.0,1003200.0,-1003200.0
S00018696,2431968.0,1215984.0,1215984.0,1702377.6,729590.4,486393.6,-486393.6
S00018697,36108000.0,18054000.0,18054000.0,25275600.0,10832400.0,7221600.0,-7221600.0
S00018698,292000.0,146000.0,146000.0,204400.0,87600.0,58400.0,-58400.0
S00018699,3967938.0,1983969.0,1983969.0,2777556.6,1190381.4,793587.6,-793587.6
S00018700,17675175.0,8837587.5,8837587.5,12372622.5,5302552.5,3535035.0,-3535035.0
S00018701,5478000.0,2739000.0,2739000.0,3834600.0,1643400.0,1095600.0,-1095600.0
S00018702,3318000.0,1659000.0,1659000.0,2322600.0,995400.0,663600.0,-663600.0
S00018703,464000.0,232000.0,232000.0,324800.0,139200.0,92800.0,-92800.0
S00018704,351000.0,175500.0,175500.0,245700.0,105300.0,70200.0,-70200.0
S00018705,18522000.0,9261000.0,9261000.0,12965400.0,5556600.0,3704400.0,-3704400.0
S00018706,1992800.0,996400.0,996400.0,1394960.0,597840.0,398560.0,-398560.0
S00018707,484400.0,242200.0,242200.0,339080.0,145320.0,96880.0,-96880.0
S00018708,27636147.0,13818073.5,13818073.5,19345302.9,8290844.1,5527229.4,-5527229.4
S00018709,1331964.0,665982.0,665982.0,932374.8,399589.2,266392.8,-266392.8
S00018710,2874300.0,1437150.0,1437150.0,2012010.0,862290.0,574860.0,-574860.0
S00018711,26671149.0,13335574.5,13335574.5,18669804.3,8001344.7,5334229.8,-5334229.8
S00018712,13136913.0,6568456.5,6568456.5,9195839.1,3941073.9,2627382.6,-2627382.6
S00018713,761400.0,380700.0,380700.0,532980.0,228420.0,152280.0,-152280.0
S00018714,109200.0,54600.0,54600.0,76440.0,32760.0,21840.0,-21840.0
S00018715,254200.0,127100.0,127100.0,177940.0,76260.0,50840.0,-50840.0
S00018716,2811963.0,1405981.5,1405981.5,1968374.1,843588.9,562392.6,-562392.6
S00018717,1143100.0,571550.0,571550.0,800170.0,342930.0,228620.0,-228620.0
S00018718,3783000.0,1891500.0,1891500.0,2648100.0,1134900.0,756600.0,-756600.0
S00018719,11391822.0,5695911.0,5695911.0,7974275.4,3417546.6,2278364.4,-2278364.4
S00018720,19998198.0,9999099.0,9999099.0,13998738.6,5999459.4,3999639.6,-3999639.6
S00018721,193800.0,96900.0,96900.0,135660.0,58140.0,38760.0,-38760.0
S00018722,9120000.0,4560000.0,4560000.0,6384000.0,2736000.0,1824000.0,-1824000.0
S00018723,1692900.0,846450.0,846450.0,1185030.0,507870.0,338580.0,-338580.0
S00018724,634500.0,317250.0,317250.0,444150.0,190350.0,126900.0,-126900.0
S00018725,1386000.0,693000.0,693000.0,970200.0,415800.0,277200.0,-277200.0
S00018726,1880000.0,940000.0,940000.0,1316000.0,564000.0,376000.0,-376000.0
S00018727,346000.0,173000.0,173000.0,242200.0,103800.0,69200.0,-69200.0
S00018728,19740105.0,9870052.5,9870052.5,13818073.5,5922031.5,3948021.0,-3948021.0
S00018729,5823888.0,2911944.0,2911944.0,4076721.6,1747166.4,1164777.6,-1164777.6
S00018730,29605155.0,14802577.5,14802577.5,20723608.5,8881546.5,5921031.0,-5921031.0
S00018731,2230200.0,1115100.0,1115100.0,1561140.0,669060.0,446040.0,-446040.0
S00018732,12230919.0,6115459.5,6115459.5,8561643.3,3669275.7,2446183.8,-2446183.8
S00018733,594000.0,297000.0,297000.0,415800.0,178200.0,118800.0,-118800.0
S00018734,428400.0,214200.0,214200.0,299880.0,128520.0,85680.0,-85680.0
S00018735,310000.0,155000.0,155000.0,217000.0,93000.0,62000.0,-62000.0
S00018736,344400.0,172200.0,172200.0,241080.0,103320.0,68880.0,-68880.0
S00018737,4484000.0,2242000.0,2242000.0,3138800.0,1345200.0,896800.0,-896800.0
S00018738,4559000.0,2279500.0,2279500.0,3191300.0,1367700.0,911800.0,-911800.0
S00018739,3071952.0,1535976.0,1535976.0,2150366.4,921585.6,614390.4,-614390.4
S00018740,2136400.0,1068200.0,1068200.0,1495480.0,640920.0,427280.0,-427280.0
S00018741,53200.0,26600.0,26600.0,37240.0,15960.0,10640.0,-10640.0
S00018742,53040000.0,26520000.0,26520000.0,37128000.0,15912000.0,10608000.0,-10608000.0
S00018743,2697000.0,1348500.0,1348500.0,1887900.0,809100.0,539400.0,-539400.0
S00018744,742500.0,371250.0,371250.0,519750.0,222750.0,148500.0,-148500.0
S00018745,20412000.0,10206000.0,10206000.0,14288400.0,6123600.0,4082400.0,-4082400.0
S00018746,1710800.0,855400.0,855400.0,1197560.0,513240.0,342160.0,-342160.0
S00018747,501700.0,250850.0,250850.0,351190.0,150510.0,100340.0,-100340.0
S00018748,25192134.0,12596067.0,12596067.0,17634493.8,7557640.2,5038426.8,-5038426.8
S00018749,2599950.0,1299975.0,1299975.0,1819965.0,779985.0,519990.0,-519990.0
S00018750,1719009.0,859504.5,859504.5,1203306.3,515702.7,343801.8,-343801.8
S00018751,1795500.0,897750.0,897750.0,1256850.0,538650.0,359100.0,-359100.0
S00018752,2114600.0,1057300.0,1057300.0,1480220.0,634380.0,422920.0,-422920.0
S00018753,944700.0,472350.0,472350.0,661290.0,283410.0,188940.0,-188940.0
S00018754,2118200.0,1059100.0,1059100.0,1482740.0,635460.0,423640.0,-423640.0
S00018755,4104000.0,2052000.0,2052000.0,2872800.0,1231200.0,820800.0,-820800.0
S00018756,1328400.0,664200.0,664200.0,929880.0,398520.0,265680.0,-265680.0
S00018757,44840000.0,22420000.0,22420000.0,31388000.0,13452000.0,8968000.0,-8968000.0
S00018758,240900.0,120450.0,120450.0,168630.0,72270.0,48180.0,-48180.0
S00018759,4159935.0,2079967.5,2079967.5,2911954.5,1247980.5,831987.0,-831987.0
S00018760,2828028.0,1414014.0,1414014.0,1979619.6,848408.4,565605.6,-565605.6
S00018761,1848000.0,924000.0,924000.0,1293600.0,554400.0,369600.0,-369600.0
S00018762,60060000.0,30030000.0,30030000.0,42042000.0,18018000.0,12012000.0,-12012000.0
S00018763,11559915.0,5779957.5,5779957.5,8091940.5,3467974.5,2311983.0,-2311983.0
S00018764,2578500.0,1289250.0,1289250.0,1804950.0,773550.0,515700.0,-515700.0
S00018765,19404000.0,9702000.0,9702000.0,13582800.0,5821200.0,3880800.0,-3880800.0
S00018766,376000.0,188000.0,188000.0,263200.0,112800.0,75200.0,-75200.0
S00018767,17388108.0,8694054.0,8694054.0,12171675.6,5216432.4,3477621.6,-3477621.6
S00018768,30832164.0,15416082.0,15416082.0,21582514.8,9249649.2,6166432.8,-6166432.8
S00018769,4315917.0,2157958.5,2157958.5,3021141.9,1294775.1,863183.4,-863183.4
S00018770,37818198.0,18909099.0,18909099.0,26472738.6,11345459.4,7563639.6,-7563639.6
S00018771,19869111.0,9934555.5,9934555.5,13908377.7,5960733.3,3973822.2,-3973822.2
S00018772,2095200.0,1047600.0,1047600.0,1466640.0,628560.0,419040.0,-419040.0
S00018773,1188000.0,594000.0,594000.0,831600.0,356400.0,237600.0,-237600.0
S00018774,714000.0,357000.0,357000.0,499800.0,214200.0,142800.0,-142800.0
S00018775,111600.0,55800.0,55800.0,78120.0,33480.0,22320.0,-22320.0
S00018776,861000.0,430500.0,430500.0,602700.0,258300.0,172200.0,-172200.0
S00018777,1368500.0,684250.0,684250.0,957950.0,410550.0,273700.0,-273700.0
S00018778,554800.0,277400.0,277400.0,388360.0,166440.0,110960.0,-110960.0
S00018779,7167888.0,3583944.0,3583944.0,5017521.6,2150366.4,1433577.6,-1433577.6
S00018780,1253500.0,626750.0,626750.0,877450.0,376050.0,250700.0,-250700.0
S00018781,95000.0,47500.0,47500.0,66500.0,28500.0,19000.0,-19000.0
S00018782,912000.0,456000.0,456000.0,638400.0,273600.0,182400.0,-182400.0
S00018783,12919905.0,6459952.5,6459952.5,9043933.5,3875971.5,2583981.0,-2583981.0
S00018784,316800.0,158400.0,158400.0,221760.0,95040.0,63360.0,-63360.0
S00018785,18144000.0,9072000.0,9072000.0,12700800.0,5443200.0,3628800.0,-3628800.0
S00018786,639200.0,319600.0,319600.0,447440.0,191760.0,127840.0,-127840.0
S00018787,19803123.0,9901561.5,9901561.5,13862186.1,5940936.9,3960624.6,-3960624.6
S00018788,2432100.0,1216050.0,1216050.0,1702470.0,729630.0,486420.0,-486420.0
S00018789,5216859.0,2608429.5,2608429.5,3651801.3,1565057.7,1043371.8,-1043371.8
S00018790,3698400.0,1849200.0,1849200.0,2588880.0,1109520.0,739680.0,-739680.0
S00018791,26492148.0,13246074.0,13246074.0,18544503.6,7947644.4,5298429.6,-5298429.6
